DFM,AL4_P,TM-score,TM-align,Z-score,AL0_P,QCS,Handed.,SS
0.06,96.38,0.968,0.968,10.91,95.93,98.49,0.97,0.729
0.58,44.71,0.444,0.488,3.2,41.18,46.49,0.91,0.487
0.04,98.2,0.947,0.949,8.25,95.5,97.68,0.96,0.7
0.03,97.01,0.939,0.939,9.7,94.61,98.39,0.97,0.698
0.04,98.2,0.935,0.937,8.25,95.5,97.39,0.96,0.683
0.07,97.44,0.94,0.94,8.37,96.58,97.26,0.96,0.662
0.04,83.33,0.626,0.634,3.55,76.67,89.64,0.92,0.46
0.08,86.09,0.891,0.9,13.06,73.7,97.39,0.94,0.68
0.17,91.45,0.822,0.828,7.95,75.21,87.52,0.92,0.546
0.36,41.76,0.402,0.394,2.17,37.06,48.69,0.91,0.493
0.15,90.91,0.819,0.819,7.34,88.18,95.25,0.97,0.609
0.43,64.67,0.652,0.647,5.36,61.68,84.03,0.76,0.553
1.54,0.0,0.251,0.323,-0.61,0.0,25.7,0.56,0.211
0.05,96.83,0.973,0.973,10.91,95.93,98.95,0.97,0.788
0.18,91.45,0.811,0.818,8.06,73.5,86.94,0.92,0.539
0.26,59.35,0.647,0.641,8.5,47.61,84.73,0.75,0.5
0.05,96.83,0.971,0.971,10.97,95.93,98.81,0.97,0.773
1.02,40.91,0.351,0.358,1.24,29.09,36.63,0.62,0.413
0.08,58.82,0.58,0.568,4.63,57.65,78.12,0.97,0.532
0.11,63.33,0.502,0.495,2.2,58.33,75.87,0.91,0.451
0.05,96.83,0.968,0.968,10.84,95.02,98.67,0.97,0.735
0.05,96.83,0.965,0.965,10.84,95.93,98.52,0.97,0.737
0.17,63.64,0.562,0.56,3.96,53.64,68.08,0.91,0.497
0.06,97.44,0.96,0.96,8.37,96.58,98.2,0.97,0.705
0.14,96.58,0.843,0.841,8.26,89.74,92.68,0.93,0.574
0.13,94.59,0.821,0.822,7.82,87.39,89.97,0.93,0.46
0.18,94.02,0.805,0.811,7.95,79.49,87.95,0.92,0.391
0.16,96.58,0.852,0.855,8.06,87.18,87.58,0.94,0.585
0.04,98.2,0.929,0.932,8.25,95.5,97.33,0.95,0.694
0.04,97.3,0.924,0.926,8.25,95.5,97.15,0.95,0.668
0.2,64.55,0.557,0.561,4.51,55.45,78.67,0.88,0.521
0.02,99.4,0.945,0.945,10.18,97.6,98.2,0.97,0.693
0.07,97.44,0.943,0.943,8.37,96.58,97.36,0.96,0.66
0.34,84.62,0.713,0.717,6.39,68.38,78.16,0.89,0.401
0.16,97.44,0.854,0.859,8.26,88.03,92.5,0.94,0.54
0.04,98.2,0.938,0.941,8.25,95.5,97.54,0.96,0.685
1.11,31.76,0.315,0.333,0.98,27.65,34.07,0.67,0.467
0.06,92.73,0.876,0.875,7.45,91.82,96.34,0.97,0.703
0.35,79.49,0.643,0.662,5.35,49.57,72.53,0.85,0.289
0.05,96.83,0.972,0.972,10.91,95.48,98.97,0.97,0.785
0.05,96.83,0.973,0.973,10.91,95.93,98.96,0.97,0.784
0.05,96.83,0.972,0.972,10.91,95.93,98.97,0.97,0.789
0.05,96.38,0.969,0.969,10.91,95.93,98.85,0.97,0.762
0.07,85.0,0.651,0.655,4.06,73.33,70.7,0.89,0.482
0.18,93.16,0.811,0.818,8.06,82.91,86.9,0.92,0.539
0.27,86.32,0.729,0.731,6.81,66.67,81.63,0.89,0.373
0.08,80.84,0.815,0.814,7.61,79.04,93.58,0.93,0.657
0.33,39.13,0.502,0.514,4.06,29.35,77.4,0.71,0.359
0.05,97.29,0.971,0.971,10.91,95.93,98.89,0.97,0.768
0.32,79.49,0.654,0.681,5.87,52.99,72.75,0.86,0.299
0.07,90.91,0.864,0.864,7.34,89.09,94.55,0.98,0.654
0.04,75.0,0.559,0.564,2.54,61.67,86.79,0.93,0.55
0.56,42.35,0.389,0.385,2.17,30.0,48.88,0.9,0.433
0.07,97.44,0.942,0.942,8.37,96.58,96.89,0.96,0.661
0.02,96.41,0.942,0.942,9.78,95.81,98.67,0.98,0.747
1.12,35.29,0.326,0.321,1.62,23.53,41.66,0.86,0.384
0.07,97.44,0.948,0.948,8.37,96.58,97.62,0.96,0.682
0.28,88.24,0.854,0.852,9.73,81.9,91.45,0.9,0.446
0.08,86.74,0.894,0.902,13.1,73.48,97.46,0.94,0.676
0.8,0.91,0.282,0.304,-0.07,0.0,31.16,0.53,0.42
0.33,88.69,0.884,0.881,9.79,87.33,96.18,0.87,0.591
0.82,30.0,0.296,0.297,0.98,24.12,34.29,0.69,0.415
0.18,90.6,0.79,0.803,8.06,71.79,86.37,0.92,0.542
0.15,92.22,0.869,0.867,9.14,89.22,95.12,0.94,0.446
0.09,86.09,0.894,0.903,13.29,73.04,96.78,0.94,0.651
0.17,88.89,0.794,0.797,7.43,77.78,87.09,0.91,0.463
1.58,34.12,0.318,0.318,1.22,30.0,31.63,0.55,0.457
0.05,97.29,0.972,0.972,10.91,95.93,98.97,0.97,0.779
0.41,73.5,0.638,0.651,4.83,60.68,68.89,0.83,0.38
0.05,95.5,0.924,0.924,8.03,94.59,96.82,0.95,0.657
0.03,98.2,0.944,0.947,8.25,95.5,97.77,0.96,0.734
0.04,97.6,0.915,0.915,9.86,91.02,97.1,0.96,0.63
0.04,93.33,0.64,0.644,5.76,81.67,89.14,0.92,0.448
0.03,98.33,0.776,0.778,5.93,86.67,91.32,0.94,0.529
0.23,51.82,0.475,0.485,1.89,40.0,62.11,0.91,0.425
0.25,61.52,0.658,0.649,9.23,48.04,88.7,0.74,0.582
1.38,37.06,0.35,0.351,1.22,30.59,42.47,0.84,0.391
0.07,97.44,0.963,0.961,8.37,96.58,98.41,0.97,0.689
1.29,36.47,0.315,0.352,0.67,25.88,37.82,0.86,0.471
0.01,98.8,0.947,0.947,10.02,98.2,98.6,0.98,0.743
0.08,84.57,0.884,0.894,12.37,73.91,98.05,0.94,0.679
0.16,94.87,0.815,0.82,8.16,85.47,89.28,0.93,0.545
0.05,96.41,0.903,0.904,9.86,91.02,95.7,0.96,0.676
0.13,97.44,0.836,0.835,8.37,87.18,91.95,0.94,0.567
0.32,0.0,0.388,0.405,0.84,0.0,26.25,0.8,0.204
0.04,98.2,0.936,0.938,8.25,95.5,97.43,0.96,0.696
0.07,87.83,0.905,0.913,13.21,75.65,98.13,0.95,0.69
0.18,88.89,0.794,0.796,7.54,78.63,86.96,0.91,0.466
0.33,89.14,0.896,0.893,9.79,88.24,97.59,0.88,0.7
0.08,90.0,0.709,0.723,5.08,76.67,81.5,0.88,0.378
0.35,76.92,0.663,0.688,5.97,52.99,74.34,0.85,0.313
1.16,34.71,0.322,0.32,1.46,30.59,34.06,0.76,0.454
0.67,31.18,0.298,0.333,0.67,24.71,42.14,0.66,0.462
0.06,96.38,0.965,0.965,10.91,95.93,98.2,0.97,0.757
0.09,97.44,0.931,0.93,8.37,96.58,96.74,0.96,0.649
0.19,72.46,0.724,0.765,6.97,69.46,90.29,0.9,0.644
0.78,36.47,0.321,0.321,1.7,29.41,40.17,0.64,0.472
0.06,90.91,0.859,0.86,7.34,90.0,91.15,0.97,0.639
0.13,94.02,0.882,0.887,7.85,88.03,92.01,0.94,0.552
0.09,86.74,0.896,0.905,13.4,73.7,97.31,0.94,0.677
0.91,36.47,0.334,0.333,1.7,31.18,32.41,0.59,0.461
1.41,41.76,0.393,0.385,2.41,35.29,39.18,0.88,0.477
1.33,0.0,0.32,0.402,-0.18,0.0,25.73,0.59,0.188
0.18,88.89,0.793,0.796,7.54,78.63,86.95,0.91,0.466
0.09,86.74,0.894,0.903,13.21,74.13,97.84,0.94,0.678
0.32,0.0,0.388,0.405,0.84,0.0,26.25,0.8,0.204
0.06,97.29,0.968,0.968,10.91,95.93,98.57,0.97,0.745
0.34,35.88,0.337,0.333,1.54,32.35,32.68,0.66,0.383
0.31,60.43,0.656,0.649,9.0,49.13,84.85,0.73,0.646
0.01,98.8,0.949,0.949,10.1,97.6,98.61,0.98,0.741
0.04,98.2,0.936,0.939,8.25,95.5,97.32,0.96,0.671
0.05,96.38,0.97,0.97,10.91,95.93,98.71,0.97,0.763
0.68,40.0,0.381,0.391,2.33,36.47,41.44,0.9,0.496
0.07,97.44,0.962,0.96,8.37,96.58,98.19,0.97,0.689
0.14,78.18,0.684,0.677,5.71,76.36,80.54,0.93,0.519
0.08,96.83,0.944,0.944,10.97,95.93,96.21,0.96,0.628
1.08,42.35,0.398,0.392,2.57,38.24,46.14,0.79,0.508
0.17,91.45,0.789,0.801,8.06,73.5,86.57,0.92,0.539
0.05,97.29,0.972,0.972,10.91,95.93,98.93,0.97,0.781
0.83,0.0,0.245,0.35,-1.71,0.0,27.32,0.53,0.149
0.24,88.89,0.691,0.717,6.29,62.39,75.05,0.88,0.363
0.25,61.3,0.668,0.658,9.12,49.78,85.19,0.74,0.646
0.08,85.43,0.883,0.893,12.56,74.13,98.31,0.94,0.679
0.03,70.0,0.597,0.594,2.54,65.0,84.54,0.93,0.522
0.06,97.44,0.955,0.955,8.37,96.58,98.01,0.97,0.708
0.05,96.83,0.972,0.972,10.91,95.93,99.0,0.97,0.78
0.27,68.18,0.589,0.585,4.94,57.27,81.48,0.92,0.561
0.04,98.2,0.935,0.938,8.25,95.5,97.24,0.96,0.66
0.58,64.1,0.517,0.57,4.52,37.61,59.96,0.79,0.216
0.04,98.2,0.926,0.929,8.25,95.5,97.2,0.96,0.69
0.18,90.6,0.782,0.802,7.95,71.79,85.54,0.91,0.53
1.46,35.88,0.335,0.345,1.62,32.35,38.87,0.87,0.51
0.65,65.27,0.674,0.662,5.44,64.07,85.97,0.76,0.611
0.08,85.22,0.886,0.895,12.64,73.26,97.59,0.94,0.671
0.57,59.28,0.566,0.568,4.4,54.49,80.17,0.75,0.514
0.03,96.67,0.678,0.679,5.25,78.33,89.76,0.92,0.522
0.07,83.26,0.869,0.887,12.06,73.7,98.2,0.94,0.67
0.36,41.76,0.402,0.394,2.17,37.06,48.69,0.91,0.493
0.23,51.82,0.475,0.485,1.89,40.0,62.11,0.91,0.425
0.06,96.83,0.969,0.969,10.91,95.02,98.26,0.97,0.737
0.05,95.93,0.965,0.965,10.91,94.57,98.75,0.97,0.751
0.05,96.41,0.887,0.888,9.86,89.22,95.02,0.96,0.675
0.05,96.38,0.968,0.968,10.91,95.93,98.72,0.97,0.729
0.08,90.91,0.863,0.863,7.34,89.09,96.42,0.97,0.572
0.06,90.42,0.875,0.878,8.81,84.43,95.82,0.96,0.679
0.03,90.0,0.695,0.7,5.76,80.0,88.38,0.96,0.473
0.65,66.47,0.659,0.646,5.52,62.28,82.28,0.76,0.541
0.74,0.0,0.261,0.293,-0.07,0.0,33.62,0.54,0.424
0.53,27.65,0.288,0.275,0.35,22.94,44.93,0.89,0.476
0.05,94.01,0.904,0.903,9.46,92.81,98.33,0.96,0.719
0.06,92.73,0.876,0.875,7.45,91.82,96.34,0.97,0.703
1.75,0.0,0.184,0.224,-1.08,0.0,20.76,0.62,0.207
0.02,97.01,0.926,0.926,9.86,94.01,98.0,0.97,0.665
0.18,91.45,0.814,0.82,7.95,75.21,87.0,0.92,0.534
0.13,94.87,0.876,0.884,8.16,88.89,92.85,0.94,0.564
0.05,96.83,0.972,0.972,10.91,95.93,99.05,0.97,0.778
0.04,75.0,0.57,0.578,3.04,60.0,87.18,0.93,0.541
0.03,98.2,0.951,0.952,8.25,95.5,98.23,0.97,0.71
0.04,75.0,0.564,0.57,2.54,60.0,86.28,0.93,0.543
0.56,30.59,0.306,0.307,0.59,18.82,43.54,0.89,0.47
1.26,0.0,0.269,0.264,-0.2,0.0,34.13,0.62,0.474
0.09,97.44,0.931,0.93,8.37,96.58,96.74,0.96,0.649
0.05,97.29,0.971,0.971,10.97,95.93,98.73,0.97,0.771
0.09,86.3,0.89,0.897,13.02,72.61,97.35,0.94,0.666
0.05,96.83,0.971,0.971,10.97,95.93,98.58,0.97,0.74
0.19,56.36,0.501,0.505,3.2,47.27,65.18,0.86,0.535
0.09,88.26,0.903,0.909,13.59,75.22,98.1,0.94,0.676
0.04,98.2,0.944,0.947,8.25,95.5,97.73,0.96,0.697
0.53,27.65,0.288,0.275,0.35,22.94,44.93,0.89,0.476
0.83,56.36,0.481,0.491,3.2,47.27,45.68,0.63,0.479
1.0,48.72,0.423,0.47,2.75,25.64,47.84,0.68,0.143
0.34,77.78,0.642,0.664,5.77,52.14,72.95,0.86,0.293
0.04,98.2,0.944,0.947,8.25,95.5,97.79,0.96,0.726
0.05,93.41,0.892,0.892,9.7,88.62,95.67,0.96,0.68
0.04,98.2,0.933,0.937,8.25,95.5,97.28,0.96,0.68
0.22,89.14,0.848,0.842,9.79,85.52,94.21,0.88,0.553
0.04,75.0,0.57,0.578,3.04,60.0,87.18,0.93,0.541
0.04,98.2,0.944,0.947,8.25,95.5,97.79,0.96,0.726
0.1,58.82,0.579,0.582,4.71,58.24,78.03,0.96,0.569
0.27,60.0,0.515,0.532,2.77,47.27,65.57,0.89,0.459
0.07,97.44,0.966,0.965,8.47,96.58,98.44,0.97,0.686
0.08,84.35,0.875,0.888,12.45,73.91,98.95,0.94,0.685
0.17,95.73,0.812,0.817,8.06,83.76,90.15,0.93,0.547
0.1,81.96,0.858,0.865,11.53,63.26,97.92,0.93,0.64
0.04,98.2,0.942,0.945,8.25,95.5,97.74,0.96,0.726
0.03,100.0,0.845,0.845,6.1,96.67,95.68,0.94,0.489
0.9,0.0,0.338,0.348,0.7,0.0,43.38,0.6,0.497
0.05,96.38,0.968,0.968,10.91,95.93,98.71,0.97,0.751
0.6,82.63,0.79,0.802,8.17,80.24,88.5,0.86,0.438
1.42,33.53,0.323,0.318,1.06,30.0,35.24,0.77,0.491
0.24,87.78,0.862,0.858,9.73,85.07,93.98,0.9,0.419
0.29,74.36,0.606,0.647,4.72,45.3,71.18,0.86,0.292
0.04,98.2,0.932,0.935,8.25,95.5,97.39,0.96,0.693
0.07,86.96,0.892,0.902,13.02,74.35,98.18,0.94,0.683
0.05,81.67,0.604,0.601,3.89,66.67,81.77,0.9,0.456
0.09,75.0,0.543,0.54,3.38,55.0,65.29,0.87,0.411
0.14,93.16,0.877,0.881,7.85,83.76,93.56,0.94,0.586
0.04,94.01,0.901,0.901,9.54,89.82,95.91,0.96,0.713
0.05,78.33,0.615,0.627,3.21,65.0,87.42,0.91,0.444
0.17,72.73,0.639,0.634,5.38,68.18,79.52,0.93,0.538
0.22,54.55,0.509,0.521,3.09,39.09,63.41,0.92,0.455
0.52,85.07,0.794,0.791,9.14,72.85,88.6,0.83,0.299
0.16,95.73,0.831,0.836,8.06,86.32,91.2,0.93,0.548
0.07,91.82,0.88,0.881,7.56,90.91,95.84,0.98,0.655
0.06,96.38,0.968,0.968,10.91,95.93,98.49,0.97,0.729
0.99,48.18,0.434,0.442,2.22,42.73,47.15,0.63,0.525
0.2,74.55,0.644,0.639,5.49,68.18,79.54,0.93,0.568
0.04,91.67,0.743,0.755,4.91,85.0,84.0,0.91,0.497
1.02,0.0,0.121,0.178,-2.35,0.0,8.79,0.6,0.073
0.07,97.44,0.963,0.961,8.37,96.58,98.41,0.97,0.689
0.53,31.76,0.337,0.339,0.75,25.29,45.75,0.91,0.473
0.5,42.35,0.385,0.378,2.49,31.76,50.01,0.91,0.533
1.51,31.76,0.319,0.327,0.59,26.47,42.44,0.87,0.49
0.04,96.83,0.972,0.972,10.91,95.93,99.06,0.97,0.773
0.09,80.0,0.531,0.534,3.8,63.33,62.28,0.88,0.368
0.04,98.2,0.934,0.938,8.25,95.5,97.22,0.96,0.705
0.62,31.82,0.312,0.31,0.59,21.82,43.67,0.73,0.332
0.18,87.33,0.843,0.856,9.4,80.54,91.66,0.9,0.508
0.06,80.0,0.62,0.616,3.89,65.0,68.33,0.89,0.444
0.06,97.29,0.966,0.965,10.91,95.02,98.08,0.97,0.735
0.08,84.78,0.883,0.894,12.48,73.04,97.53,0.94,0.678
0.04,98.2,0.945,0.949,8.25,95.5,97.62,0.96,0.688
0.06,90.91,0.863,0.862,7.34,89.09,94.6,0.97,0.606
0.04,75.0,0.564,0.57,2.54,60.0,86.28,0.93,0.543
0.04,98.2,0.95,0.953,8.25,95.5,97.96,0.97,0.735
0.22,94.87,0.777,0.785,8.16,78.63,83.79,0.91,0.428
0.03,98.2,0.941,0.945,8.25,95.5,97.76,0.96,0.697
0.04,98.2,0.943,0.947,8.25,95.5,97.78,0.96,0.726
0.05,97.29,0.971,0.971,10.91,95.93,98.87,0.97,0.775
0.08,86.74,0.884,0.894,12.79,74.57,98.48,0.94,0.691
0.01,98.8,0.945,0.945,10.02,97.6,98.45,0.98,0.746
0.07,86.52,0.894,0.903,13.02,74.35,98.26,0.94,0.688
0.17,91.45,0.817,0.823,7.95,74.36,87.58,0.92,0.545
0.07,97.44,0.938,0.938,8.37,96.58,96.94,0.96,0.666
0.3,85.52,0.851,0.856,9.6,79.64,89.54,0.9,0.419
0.38,75.0,0.58,0.58,3.55,65.0,46.64,0.85,0.413
0.08,96.58,0.908,0.908,8.26,94.87,94.67,0.95,0.634
0.06,97.29,0.966,0.966,10.91,95.48,98.5,0.97,0.729
0.05,96.83,0.972,0.972,10.91,95.93,99.0,0.97,0.78
0.07,97.44,0.933,0.933,8.37,96.58,96.88,0.96,0.66
0.04,98.2,0.944,0.947,8.25,95.5,97.61,0.96,0.731
0.17,89.74,0.795,0.797,7.33,77.78,86.94,0.91,0.459
0.08,83.48,0.883,0.894,12.45,74.35,97.74,0.94,0.487
0.67,64.07,0.623,0.627,5.36,60.48,82.05,0.73,0.369
0.68,66.47,0.668,0.661,5.6,62.87,80.17,0.76,0.552
1.29,0.0,0.309,0.349,0.33,0.0,18.01,0.55,0.152
0.08,87.17,0.902,0.91,13.29,75.0,97.47,0.94,0.685
0.14,95.73,0.849,0.849,8.16,88.03,91.81,0.94,0.549
1.18,0.0,0.189,0.22,-1.7,0.0,25.79,0.55,0.17
0.38,73.33,0.585,0.583,3.72,66.67,47.23,0.85,0.374
0.59,38.24,0.372,0.368,1.86,27.65,48.47,0.9,0.508
0.04,78.33,0.616,0.624,4.4,68.33,88.75,0.93,0.537
0.07,58.82,0.582,0.572,4.71,57.65,78.39,0.97,0.584
0.04,98.2,0.941,0.945,8.25,95.5,97.7,0.96,0.708
1.17,20.36,0.314,0.352,1.19,10.18,55.41,0.57,0.166
0.18,66.36,0.597,0.597,5.82,58.18,80.02,0.93,0.568
0.25,70.91,0.596,0.592,5.27,60.0,81.19,0.92,0.567
0.06,93.33,0.641,0.645,5.08,75.0,79.17,0.89,0.448
0.07,86.52,0.894,0.902,13.13,73.7,98.26,0.94,0.685
0.88,44.12,0.416,0.413,2.89,41.18,46.1,0.79,0.531
0.03,97.01,0.913,0.913,9.86,91.62,97.41,0.96,0.632
0.06,97.6,0.907,0.907,9.86,91.62,95.31,0.96,0.667
0.08,87.39,0.892,0.901,13.17,75.22,98.19,0.94,0.686
0.16,95.73,0.848,0.854,8.16,85.47,92.4,0.94,0.525
0.17,88.24,0.844,0.856,9.79,78.28,91.52,0.9,0.5
0.04,86.67,0.618,0.619,3.72,68.33,83.17,0.92,0.449
0.36,48.24,0.44,0.454,3.36,44.12,55.12,0.92,0.516
0.17,92.31,0.823,0.829,7.95,77.78,87.74,0.92,0.55
0.05,97.29,0.972,0.972,10.91,95.93,98.96,0.97,0.781
0.04,98.2,0.939,0.941,8.25,95.5,97.57,0.96,0.691
0.36,71.86,0.723,0.733,6.65,70.06,89.22,0.89,0.656
0.04,98.2,0.94,0.943,8.25,95.5,97.44,0.96,0.678
0.64,65.27,0.671,0.662,5.44,64.07,85.7,0.76,0.617
0.04,91.67,0.743,0.755,4.91,85.0,84.0,0.91,0.497
0.78,0.0,0.18,0.187,-1.08,0.0,14.08,0.64,0.124
0.26,70.0,0.59,0.585,5.27,57.27,80.59,0.92,0.562
0.04,75.0,0.57,0.578,3.04,60.0,87.18,0.93,0.541
0.05,96.83,0.97,0.97,10.97,95.93,98.65,0.97,0.744
0.34,84.62,0.713,0.717,6.39,68.38,78.16,0.89,0.401
1.25,35.88,0.329,0.328,1.62,32.35,34.05,0.75,0.443
0.08,97.44,0.961,0.96,8.47,96.58,98.07,0.97,0.636
0.03,98.33,0.786,0.796,6.1,90.0,86.68,0.93,0.467
0.04,98.2,0.934,0.936,8.25,95.5,97.67,0.96,0.687
0.09,59.41,0.611,0.664,5.66,58.82,82.73,0.97,0.623
0.23,51.82,0.475,0.485,1.89,40.0,62.11,0.91,0.425
0.04,90.0,0.684,0.684,4.4,76.67,95.02,0.93,0.437
0.04,91.67,0.743,0.755,4.91,85.0,84.0,0.91,0.497
0.03,100.0,0.763,0.763,6.1,93.33,92.79,0.94,0.521
0.08,87.39,0.903,0.911,13.52,75.0,98.44,0.95,0.698
0.07,68.33,0.48,0.478,2.54,58.33,76.94,0.87,0.37
0.08,83.7,0.879,0.891,12.52,74.35,98.94,0.94,0.694
0.07,97.44,0.965,0.964,8.37,96.58,98.5,0.97,0.689
0.36,88.03,0.744,0.782,7.12,66.67,79.2,0.88,0.341
0.33,33.53,0.343,0.345,0.75,25.88,47.25,0.91,0.471
0.08,87.61,0.895,0.904,13.1,74.35,97.42,0.94,0.679
0.27,30.0,0.333,0.326,0.59,25.88,45.61,0.91,0.46
0.23,52.73,0.464,0.473,1.89,40.0,62.6,0.91,0.422
0.02,97.6,0.926,0.926,9.86,95.21,98.16,0.97,0.68
0.61,44.71,0.424,0.447,2.65,40.0,49.81,0.91,0.52
0.03,92.81,0.885,0.885,8.89,90.42,97.89,0.97,0.713
0.02,98.8,0.928,0.928,10.1,96.41,97.88,0.97,0.695
0.06,95.73,0.953,0.953,8.16,94.02,97.89,0.97,0.701
0.25,42.73,0.407,0.412,1.57,36.36,56.23,0.87,0.442
0.16,95.73,0.845,0.851,8.26,86.32,91.97,0.94,0.384
0.07,91.82,0.881,0.882,7.56,90.91,96.69,0.97,0.663
0.53,65.81,0.578,0.577,4.2,46.15,62.23,0.8,0.327
0.18,91.45,0.817,0.823,7.95,75.21,87.3,0.92,0.545
0.52,0.9,0.447,0.445,1.54,0.0,59.01,0.71,0.282
0.04,56.67,0.468,0.444,1.69,45.0,71.08,0.92,0.515
0.04,98.2,0.943,0.946,8.25,95.5,97.67,0.96,0.696
0.05,96.83,0.968,0.968,10.91,95.93,98.79,0.97,0.752
0.27,92.31,0.753,0.781,7.74,78.63,80.6,0.91,0.315
1.43,31.76,0.322,0.328,0.75,24.71,40.16,0.86,0.416
0.01,99.4,0.953,0.953,10.18,98.2,98.61,0.98,0.751
0.12,94.57,0.918,0.918,10.58,90.95,94.82,0.95,0.576
0.2,94.02,0.777,0.786,7.95,78.63,82.83,0.92,0.415
0.05,96.83,0.971,0.971,10.91,95.93,98.94,0.97,0.781
0.13,96.58,0.891,0.897,8.16,90.6,93.23,0.94,0.597
0.02,100.0,0.878,0.878,6.1,98.33,96.81,0.97,0.546
0.18,86.88,0.839,0.852,9.27,77.38,91.72,0.9,0.51
0.12,95.73,0.838,0.839,8.06,80.34,88.83,0.93,0.578
0.05,86.67,0.611,0.611,4.57,70.0,73.98,0.89,0.414
0.03,98.33,0.776,0.778,5.93,86.67,91.32,0.94,0.529
0.01,98.8,0.945,0.945,10.02,97.6,98.45,0.98,0.746
0.07,87.39,0.898,0.902,13.33,74.57,98.33,0.94,0.677
0.22,89.74,0.736,0.752,7.74,66.67,84.03,0.9,0.39
0.16,95.73,0.835,0.84,8.16,85.47,91.18,0.93,0.548
0.43,78.63,0.626,0.653,4.62,50.43,66.45,0.84,0.234
0.01,97.6,0.924,0.924,9.86,94.01,98.25,0.97,0.72
0.11,80.0,0.714,0.71,5.93,77.27,84.07,0.94,0.549
0.52,64.96,0.534,0.57,3.06,36.75,64.17,0.8,0.299
0.24,87.33,0.844,0.842,9.53,81.9,94.02,0.88,0.52
0.34,38.48,0.514,0.526,3.76,28.48,77.87,0.72,0.366
0.18,91.45,0.817,0.823,7.95,75.21,87.3,0.92,0.545
0.08,98.29,0.963,0.962,8.47,97.44,98.32,0.97,0.695
0.53,46.47,0.431,0.425,3.2,42.94,49.67,0.93,0.529
0.87,42.94,0.402,0.403,2.65,36.47,44.0,0.89,0.488
0.08,85.87,0.889,0.898,12.98,74.13,98.35,0.94,0.684
0.62,31.82,0.312,0.31,0.59,21.82,43.67,0.73,0.332
0.32,82.05,0.638,0.665,5.45,51.28,72.89,0.85,0.318
0.03,96.67,0.678,0.679,5.25,78.33,89.76,0.92,0.522
0.05,96.83,0.972,0.972,10.91,95.93,98.97,0.97,0.783
0.05,96.83,0.973,0.973,10.91,95.48,98.95,0.97,0.784
0.28,62.73,0.557,0.552,3.75,51.82,66.86,0.9,0.364
0.08,83.7,0.879,0.891,12.52,74.35,98.94,0.94,0.694
0.05,96.38,0.969,0.969,10.91,95.93,98.83,0.97,0.766
0.03,98.33,0.802,0.802,6.1,90.0,93.78,0.93,0.472
0.18,90.6,0.796,0.813,8.06,71.79,86.08,0.92,0.548
0.04,98.2,0.939,0.943,8.25,95.5,97.54,0.96,0.708
0.04,98.2,0.941,0.944,8.25,95.5,97.45,0.96,0.671
0.24,38.24,0.393,0.386,1.94,28.24,48.56,0.91,0.51
0.14,62.73,0.539,0.534,4.18,49.09,69.01,0.91,0.513
0.01,99.4,0.952,0.952,10.18,98.2,98.58,0.98,0.749
0.29,45.45,0.415,0.445,2.22,37.27,62.98,0.85,0.45
0.03,75.0,0.574,0.571,3.04,60.0,87.53,0.93,0.557
0.17,91.45,0.791,0.803,8.16,72.65,86.54,0.92,0.537
0.04,98.2,0.934,0.938,8.25,95.5,97.39,0.96,0.677
0.06,96.83,0.969,0.969,10.91,95.48,98.51,0.97,0.758
0.04,100.0,0.756,0.756,6.1,86.67,93.99,0.93,0.483
0.19,71.82,0.622,0.616,5.27,66.36,78.66,0.92,0.552
0.13,90.91,0.814,0.815,7.34,88.18,94.97,0.97,0.685
0.03,98.33,0.805,0.805,5.93,90.0,94.38,0.93,0.46
0.07,61.67,0.537,0.54,3.55,53.33,75.66,0.9,0.355
0.25,81.3,0.836,0.846,11.53,58.91,94.32,0.89,0.544
0.08,83.7,0.886,0.896,12.75,74.13,97.87,0.94,0.688
0.64,67.07,0.679,0.671,5.76,64.07,80.6,0.76,0.583
0.04,95.0,0.725,0.728,4.57,85.0,77.58,0.92,0.455
0.05,95.81,0.895,0.896,9.7,89.22,95.4,0.96,0.663
0.05,96.41,0.908,0.908,9.94,91.62,95.84,0.96,0.682
0.05,99.1,0.904,0.911,8.36,92.79,94.72,0.95,0.62
0.04,98.2,0.942,0.945,8.25,95.5,97.67,0.96,0.723
0.04,98.2,0.942,0.946,8.25,95.5,97.78,0.96,0.731
0.33,88.69,0.887,0.884,9.73,87.78,96.41,0.88,0.671
0.04,90.0,0.622,0.623,4.57,76.67,87.79,0.92,0.464
0.08,90.91,0.864,0.864,7.34,89.09,96.63,0.97,0.65
0.06,98.2,0.916,0.922,8.25,96.4,95.08,0.95,0.603
0.03,98.2,0.945,0.947,8.25,95.5,97.78,0.96,0.703
0.08,87.61,0.892,0.9,13.06,75.0,98.15,0.94,0.685
0.05,97.29,0.97,0.97,10.97,95.93,98.55,0.97,0.728
0.38,75.0,0.588,0.587,3.72,70.0,47.16,0.85,0.397
0.05,97.29,0.97,0.97,10.97,95.93,98.55,0.97,0.728
0.09,87.39,0.888,0.893,12.9,72.17,97.86,0.94,0.65
0.04,97.01,0.932,0.939,9.86,93.41,97.93,0.97,0.698
0.04,78.33,0.625,0.63,4.4,68.33,88.47,0.93,0.541
1.37,0.0,0.235,0.319,-0.86,0.0,15.15,0.54,0.092
0.08,87.17,0.898,0.906,13.48,73.7,97.37,0.94,0.677
0.07,95.0,0.729,0.731,5.59,80.0,80.27,0.91,0.52
