AL0_P,TM-score,TM-align,AL4_P,QCS,Z-score,Handed.,SS,DFM,GDT_TS
95.93,0.971,0.971,96.83,98.78,10.97,0.97,0.762,0.05,96.27
95.93,0.971,0.971,96.38,98.8,10.91,0.97,0.776,0.05,96.27
95.93,0.972,0.972,96.83,99.06,10.91,0.97,0.773,0.04,96.27
95.93,0.971,0.971,97.29,98.85,10.91,0.97,0.776,0.05,96.27
95.93,0.971,0.971,96.83,98.95,10.91,0.97,0.775,0.05,96.27
95.48,0.973,0.973,97.29,98.93,10.91,0.97,0.781,0.05,96.27
95.93,0.971,0.971,96.83,98.92,10.91,0.97,0.774,0.05,96.27
95.93,0.972,0.972,97.29,98.96,10.91,0.97,0.776,0.05,96.27
95.48,0.972,0.972,96.83,98.97,10.91,0.97,0.785,0.05,96.27
95.93,0.971,0.971,96.83,98.81,10.97,0.97,0.773,0.05,96.27
95.93,0.971,0.971,97.29,98.96,10.91,0.97,0.775,0.05,96.27
95.93,0.972,0.972,96.83,98.81,10.97,0.97,0.745,0.05,96.27
95.93,0.971,0.971,96.83,98.84,10.91,0.97,0.767,0.05,96.27
95.93,0.972,0.972,97.29,98.97,10.91,0.97,0.772,0.05,96.15
95.93,0.971,0.971,96.83,99.0,10.91,0.97,0.779,0.05,96.15
95.93,0.971,0.971,96.83,98.98,10.91,0.97,0.78,0.05,96.15
95.93,0.972,0.972,96.83,99.0,10.91,0.97,0.788,0.05,96.15
95.93,0.971,0.971,96.83,99.0,10.91,0.97,0.779,0.05,96.15
95.93,0.972,0.972,96.83,99.0,10.91,0.97,0.78,0.05,96.15
95.93,0.972,0.972,96.83,98.97,10.91,0.97,0.789,0.05,96.15
95.93,0.971,0.971,96.83,98.97,10.91,0.97,0.773,0.05,96.15
95.93,0.97,0.97,96.38,98.74,10.91,0.97,0.76,0.05,96.15
95.93,0.97,0.97,96.38,98.71,10.91,0.97,0.763,0.05,96.15
95.93,0.968,0.968,96.38,98.49,10.91,0.97,0.729,0.06,96.15
95.93,0.968,0.968,96.38,98.49,10.91,0.97,0.729,0.06,96.15
95.93,0.969,0.969,97.29,98.46,10.91,0.97,0.732,0.05,96.15
95.93,0.971,0.971,96.83,98.9,10.91,0.97,0.772,0.05,96.15
95.93,0.971,0.971,96.83,98.9,10.91,0.97,0.772,0.05,96.15
95.93,0.968,0.968,96.38,98.49,10.91,0.97,0.729,0.06,96.15
95.93,0.968,0.968,96.38,98.49,10.91,0.97,0.729,0.06,96.15
95.93,0.971,0.971,96.83,98.91,10.91,0.97,0.789,0.05,96.15
95.93,0.971,0.971,97.29,98.9,10.91,0.97,0.768,0.05,96.15
95.93,0.97,0.97,96.83,98.97,10.91,0.97,0.779,0.05,96.15
95.93,0.97,0.97,97.29,98.81,10.91,0.97,0.764,0.05,96.04
95.93,0.967,0.967,96.38,98.58,10.91,0.97,0.771,0.06,96.04
95.93,0.967,0.967,95.93,98.66,10.91,0.97,0.739,0.06,96.04
95.93,0.968,0.968,96.38,98.72,10.91,0.97,0.723,0.05,96.04
95.93,0.968,0.968,96.38,98.72,10.91,0.97,0.765,0.05,96.04
95.93,0.97,0.97,96.83,98.81,10.91,0.97,0.765,0.05,96.04
95.93,0.97,0.97,97.29,98.81,10.91,0.97,0.764,0.05,96.04
95.93,0.97,0.97,96.38,98.67,10.91,0.97,0.744,0.05,96.04
95.93,0.968,0.968,96.38,98.72,10.91,0.97,0.729,0.05,96.04
95.93,0.97,0.97,96.83,98.65,10.97,0.97,0.744,0.05,96.04
95.93,0.969,0.969,96.38,98.84,10.84,0.97,0.775,0.06,96.04
95.93,0.969,0.969,96.38,98.81,10.91,0.97,0.759,0.05,96.04
95.93,0.97,0.969,97.29,98.77,10.91,0.97,0.759,0.05,96.04
95.93,0.97,0.97,96.38,98.81,10.91,0.97,0.782,0.05,96.04
95.93,0.969,0.969,96.83,98.84,10.91,0.97,0.741,0.05,96.04
95.93,0.971,0.971,96.83,99.01,10.91,0.97,0.789,0.05,96.04
95.93,0.971,0.971,97.29,98.87,10.91,0.97,0.775,0.05,96.04
95.93,0.971,0.97,96.83,98.93,10.91,0.97,0.777,0.05,96.04
95.93,0.97,0.97,96.83,98.65,10.97,0.97,0.744,0.05,96.04
95.93,0.971,0.971,96.83,98.85,10.91,0.97,0.772,0.05,96.04
95.93,0.971,0.971,97.29,98.87,10.91,0.97,0.77,0.05,96.04
95.93,0.971,0.971,96.83,98.82,10.91,0.97,0.777,0.05,96.04
95.93,0.97,0.97,97.29,98.8,10.91,0.97,0.764,0.05,96.04
95.93,0.97,0.97,97.29,98.82,10.97,0.97,0.776,0.05,96.04
95.93,0.971,0.971,96.83,98.82,10.91,0.97,0.759,0.05,96.04
95.93,0.97,0.97,96.83,98.92,10.91,0.97,0.787,0.05,95.93
95.93,0.971,0.971,96.83,99.01,10.91,0.97,0.789,0.05,95.93
95.93,0.971,0.971,96.83,98.62,10.91,0.97,0.744,0.05,95.93
96.38,0.972,0.971,97.29,98.8,10.97,0.97,0.766,0.05,95.93
95.93,0.971,0.971,96.38,98.7,10.91,0.97,0.74,0.05,95.93
95.93,0.97,0.97,96.83,98.98,10.91,0.97,0.777,0.05,95.93
95.93,0.97,0.97,96.83,98.98,10.91,0.97,0.777,0.05,95.93
95.93,0.97,0.97,96.83,98.7,10.97,0.97,0.758,0.05,95.93
95.93,0.971,0.971,96.83,98.62,10.91,0.97,0.744,0.05,95.93
96.38,0.969,0.969,96.83,98.59,10.97,0.97,0.78,0.05,95.93
95.48,0.968,0.968,96.83,98.95,10.91,0.97,0.759,0.05,95.93
95.48,0.969,0.969,96.38,98.77,10.91,0.97,0.765,0.05,95.93
95.93,0.968,0.968,96.83,98.6,10.91,0.97,0.752,0.05,95.93
95.93,0.969,0.969,96.83,98.8,10.91,0.97,0.756,0.05,95.93
95.93,0.969,0.969,96.83,98.64,10.91,0.97,0.76,0.05,95.93
95.93,0.971,0.971,97.29,98.83,10.91,0.97,0.772,0.05,95.81
95.93,0.971,0.971,97.29,98.73,10.97,0.97,0.771,0.05,95.81
95.93,0.967,0.967,96.38,98.54,10.91,0.97,0.777,0.05,95.81
95.93,0.971,0.971,96.83,98.58,10.97,0.97,0.74,0.05,95.81
95.93,0.97,0.97,97.29,98.73,10.91,0.97,0.762,0.05,95.81
95.48,0.968,0.968,96.38,98.48,10.84,0.97,0.755,0.05,95.81
95.93,0.966,0.966,95.93,98.51,10.84,0.97,0.731,0.06,95.81
95.93,0.969,0.968,96.83,98.47,10.91,0.97,0.738,0.05,95.81
95.93,0.97,0.97,96.83,98.99,10.91,0.97,0.793,0.05,95.81
95.93,0.966,0.966,95.93,98.51,10.84,0.97,0.731,0.06,95.81
95.93,0.97,0.97,97.29,98.55,10.97,0.97,0.728,0.05,95.81
95.93,0.966,0.966,95.93,98.51,10.84,0.97,0.731,0.06,95.81
95.93,0.97,0.97,97.29,98.73,10.91,0.97,0.762,0.05,95.81
95.93,0.971,0.971,96.83,98.58,10.97,0.97,0.74,0.05,95.81
95.93,0.969,0.969,96.83,98.63,10.97,0.97,0.752,0.05,95.81
95.93,0.97,0.97,97.29,98.55,10.97,0.97,0.728,0.05,95.81
95.93,0.967,0.967,96.38,98.27,10.91,0.97,0.75,0.06,95.81
95.93,0.966,0.966,95.93,98.51,10.84,0.97,0.731,0.06,95.81
95.93,0.97,0.97,97.29,98.55,10.97,0.97,0.728,0.05,95.81
95.93,0.967,0.967,96.83,98.2,10.91,0.97,0.702,0.07,95.81
95.93,0.97,0.97,97.29,98.55,10.97,0.97,0.728,0.05,95.81
95.93,0.968,0.968,96.38,98.71,10.91,0.97,0.742,0.05,95.7
95.93,0.967,0.967,96.83,97.98,10.91,0.97,0.633,0.06,95.7
95.48,0.971,0.971,96.83,98.42,10.91,0.97,0.752,0.05,95.7
95.48,0.967,0.967,96.38,98.71,10.91,0.97,0.747,0.05,95.7
95.48,0.967,0.967,96.38,98.71,10.91,0.97,0.747,0.05,95.7
95.93,0.968,0.968,96.38,98.76,10.91,0.97,0.76,0.06,95.7
95.93,0.97,0.97,97.29,98.76,10.97,0.97,0.761,0.06,95.7
95.93,0.97,0.97,97.29,98.76,10.97,0.97,0.761,0.06,95.7
95.93,0.967,0.967,96.83,98.83,10.91,0.97,0.75,0.05,95.7
95.93,0.97,0.97,96.83,98.75,10.91,0.97,0.77,0.05,95.7
95.93,0.97,0.97,96.83,98.67,10.97,0.97,0.754,0.05,95.7
95.48,0.967,0.967,96.38,98.71,10.91,0.97,0.747,0.05,95.7
95.48,0.969,0.969,96.83,98.72,10.91,0.97,0.754,0.05,95.7
95.93,0.968,0.968,96.83,98.78,10.91,0.97,0.753,0.06,95.7
95.93,0.968,0.968,96.83,98.78,10.91,0.97,0.753,0.06,95.7
95.93,0.969,0.969,96.83,98.81,10.91,0.97,0.749,0.05,95.7
95.93,0.969,0.969,96.83,98.81,10.91,0.97,0.749,0.05,95.7
95.93,0.969,0.969,96.83,98.86,10.91,0.97,0.766,0.05,95.7
95.93,0.969,0.969,96.83,98.85,10.91,0.97,0.767,0.05,95.7
95.93,0.968,0.968,96.83,98.75,10.91,0.97,0.742,0.05,95.7
95.93,0.97,0.97,97.29,98.78,10.97,0.97,0.766,0.05,95.7
95.93,0.97,0.97,96.83,98.86,10.91,0.97,0.767,0.05,95.7
95.93,0.97,0.97,96.83,98.78,10.91,0.97,0.77,0.05,95.7
95.93,0.968,0.968,96.83,98.52,10.91,0.97,0.744,0.06,95.7
95.93,0.97,0.97,96.83,98.62,10.97,0.97,0.741,0.05,95.7
95.93,0.969,0.969,96.83,98.97,10.91,0.97,0.763,0.05,95.7
95.93,0.971,0.971,96.83,98.63,10.97,0.97,0.742,0.05,95.7
95.93,0.97,0.97,96.83,98.62,10.97,0.97,0.741,0.05,95.7
95.93,0.971,0.971,96.83,98.63,10.97,0.97,0.742,0.05,95.7
95.93,0.97,0.97,96.83,98.91,10.91,0.97,0.766,0.05,95.7
95.93,0.97,0.97,96.83,98.91,10.91,0.97,0.765,0.05,95.7
95.93,0.97,0.97,96.83,98.9,10.91,0.97,0.771,0.05,95.7
95.93,0.969,0.969,96.83,98.73,10.91,0.97,0.769,0.05,95.7
95.93,0.969,0.969,96.83,98.91,10.91,0.97,0.77,0.05,95.59
95.93,0.968,0.968,96.83,98.79,10.91,0.97,0.752,0.05,95.59
95.93,0.97,0.97,97.29,98.68,10.97,0.97,0.745,0.05,95.59
95.93,0.967,0.967,96.38,98.8,10.91,0.97,0.754,0.05,95.59
95.93,0.967,0.967,96.83,98.02,10.91,0.97,0.616,0.06,95.59
95.93,0.968,0.968,96.83,98.74,10.91,0.97,0.762,0.05,95.59
95.48,0.969,0.969,96.83,98.7,10.91,0.97,0.754,0.05,95.59
95.93,0.969,0.969,96.83,98.7,10.91,0.97,0.759,0.05,95.59
95.93,0.969,0.969,96.83,98.86,10.91,0.97,0.775,0.05,95.59
95.93,0.968,0.968,96.83,98.82,10.91,0.97,0.76,0.05,95.59
95.93,0.97,0.97,97.29,98.75,10.97,0.97,0.765,0.05,95.59
95.93,0.968,0.968,96.83,98.82,10.91,0.97,0.753,0.05,95.59
95.93,0.967,0.967,96.83,98.75,10.91,0.97,0.756,0.05,95.59
95.93,0.967,0.967,96.83,98.75,10.91,0.97,0.756,0.05,95.59
95.93,0.968,0.968,96.83,98.61,10.91,0.97,0.758,0.05,95.59
95.48,0.968,0.968,97.29,98.41,10.91,0.97,0.724,0.06,95.59
95.93,0.967,0.967,96.83,98.69,10.91,0.97,0.754,0.05,95.59
95.93,0.967,0.967,96.38,98.16,10.91,0.97,0.742,0.06,95.59
95.48,0.972,0.972,97.29,98.65,11.04,0.97,0.73,0.05,95.59
94.57,0.968,0.968,96.83,98.32,10.91,0.97,0.757,0.06,95.59
95.93,0.969,0.969,96.38,98.85,10.91,0.97,0.762,0.05,95.59
95.93,0.969,0.968,96.83,98.76,10.91,0.97,0.759,0.05,95.59
95.93,0.97,0.97,97.29,98.68,10.97,0.97,0.745,0.05,95.59
95.48,0.969,0.969,96.83,98.94,10.91,0.97,0.777,0.05,95.59
94.57,0.968,0.968,96.83,98.32,10.91,0.97,0.757,0.06,95.59
95.48,0.97,0.969,97.29,98.93,10.91,0.97,0.776,0.05,95.59
95.48,0.967,0.967,96.83,98.77,10.91,0.97,0.759,0.05,95.59
95.48,0.966,0.966,96.83,97.97,10.91,0.97,0.606,0.07,95.59
95.93,0.969,0.969,96.83,98.73,10.91,0.97,0.767,0.05,95.59
95.93,0.967,0.967,96.83,98.69,10.91,0.97,0.754,0.05,95.59
95.93,0.97,0.97,96.83,98.74,10.97,0.97,0.756,0.05,95.59
95.93,0.969,0.969,96.38,98.72,10.91,0.97,0.759,0.06,95.59
95.48,0.97,0.969,97.29,98.93,10.91,0.97,0.776,0.05,95.59
95.93,0.97,0.97,97.29,98.68,10.97,0.97,0.745,0.05,95.59
95.93,0.969,0.969,96.83,98.79,10.91,0.97,0.765,0.05,95.59
95.93,0.969,0.969,96.83,98.82,10.91,0.97,0.75,0.05,95.59
95.48,0.968,0.968,97.29,98.1,10.91,0.97,0.561,0.06,95.59
95.48,0.972,0.972,97.29,98.65,11.04,0.97,0.73,0.05,95.59
95.93,0.969,0.969,96.83,98.73,10.91,0.97,0.764,0.05,95.59
95.93,0.969,0.969,96.83,98.79,10.91,0.97,0.759,0.06,95.47
95.93,0.968,0.968,96.83,98.55,10.91,0.97,0.753,0.06,95.47
95.93,0.968,0.967,96.83,98.72,10.91,0.97,0.754,0.05,95.47
95.93,0.966,0.966,96.83,97.68,10.91,0.97,0.653,0.07,95.47
95.93,0.968,0.968,96.83,98.55,10.91,0.97,0.753,0.06,95.47
95.93,0.969,0.969,96.83,98.72,10.91,0.97,0.751,0.06,95.47
95.93,0.967,0.967,96.38,98.64,10.91,0.97,0.749,0.05,95.47
95.93,0.968,0.968,96.38,98.71,10.91,0.97,0.751,0.05,95.47
95.93,0.968,0.968,96.83,98.55,10.91,0.97,0.753,0.06,95.47
95.93,0.968,0.967,96.83,98.72,10.91,0.97,0.754,0.05,95.47
95.93,0.967,0.967,96.38,98.65,10.91,0.97,0.746,0.05,95.47
95.48,0.969,0.969,96.38,98.72,10.91,0.97,0.749,0.06,95.47
95.48,0.969,0.969,96.38,98.69,10.91,0.97,0.756,0.05,95.47
95.93,0.968,0.968,96.38,98.71,10.91,0.97,0.758,0.05,95.47
95.93,0.97,0.97,97.29,98.71,10.97,0.97,0.759,0.05,95.47
95.93,0.968,0.968,96.83,98.72,10.91,0.97,0.759,0.06,95.47
95.93,0.969,0.969,96.38,98.79,10.91,0.97,0.76,0.05,95.47
95.93,0.968,0.968,96.83,98.79,10.91,0.97,0.752,0.05,95.47
95.93,0.966,0.965,96.38,98.47,10.91,0.97,0.764,0.06,95.47
95.93,0.969,0.969,96.83,98.79,10.91,0.97,0.759,0.06,95.47
95.93,0.969,0.969,96.83,98.89,10.91,0.97,0.782,0.05,95.47
95.93,0.967,0.966,96.38,98.7,10.91,0.97,0.747,0.06,95.47
95.93,0.967,0.967,96.38,98.71,10.91,0.97,0.752,0.06,95.36
95.93,0.968,0.968,96.83,98.69,10.91,0.97,0.757,0.05,95.36
95.93,0.967,0.967,96.83,98.66,10.91,0.97,0.738,0.05,95.36
95.93,0.968,0.968,96.83,98.76,10.97,0.97,0.76,0.06,95.36
95.93,0.967,0.967,96.83,98.72,10.91,0.97,0.745,0.05,95.36
96.83,0.97,0.97,97.74,98.44,11.1,0.97,0.75,0.06,95.36
95.93,0.969,0.969,97.29,98.88,10.91,0.97,0.773,0.05,95.36
95.02,0.969,0.969,96.83,98.26,10.91,0.97,0.737,0.06,95.36
95.93,0.967,0.967,96.83,98.72,10.91,0.97,0.745,0.05,95.36
95.93,0.968,0.968,96.83,98.76,10.97,0.97,0.76,0.06,95.36
95.93,0.965,0.965,96.38,98.24,10.91,0.97,0.758,0.06,95.36
96.83,0.972,0.972,98.19,98.51,11.17,0.97,0.751,0.05,95.36
95.93,0.968,0.968,97.29,98.56,10.91,0.97,0.756,0.06,95.36
95.93,0.968,0.968,96.83,98.66,10.91,0.97,0.758,0.06,95.36
95.93,0.967,0.967,96.83,98.51,10.91,0.97,0.752,0.05,95.36
95.93,0.969,0.969,97.29,98.88,10.91,0.97,0.774,0.05,95.36
95.48,0.969,0.969,96.83,98.51,10.91,0.97,0.758,0.06,95.36
96.38,0.971,0.971,97.74,98.52,11.04,0.97,0.759,0.05,95.25
95.93,0.968,0.968,96.83,98.56,10.91,0.97,0.744,0.05,95.25
95.93,0.968,0.968,96.83,98.56,10.91,0.97,0.744,0.05,95.25
95.93,0.968,0.968,96.83,98.86,10.91,0.97,0.758,0.05,95.25
95.93,0.967,0.967,96.83,98.75,10.91,0.97,0.757,0.06,95.25
95.93,0.968,0.968,96.83,98.86,10.91,0.97,0.758,0.05,95.25
95.93,0.967,0.967,96.83,98.75,10.91,0.97,0.757,0.06,95.25
95.93,0.965,0.965,96.83,98.52,10.84,0.97,0.737,0.05,95.25
95.93,0.967,0.967,96.83,98.41,10.91,0.97,0.749,0.06,95.25
95.02,0.968,0.968,96.83,98.67,10.84,0.97,0.735,0.05,95.25
95.93,0.968,0.968,96.83,98.69,10.91,0.97,0.751,0.05,95.25
95.93,0.967,0.967,97.29,98.73,10.91,0.97,0.755,0.06,95.25
95.93,0.968,0.968,96.38,98.72,10.91,0.97,0.751,0.05,95.25
95.93,0.967,0.967,96.38,98.78,10.91,0.97,0.759,0.05,95.14
95.02,0.966,0.965,97.29,98.08,10.91,0.97,0.735,0.06,95.14
95.48,0.967,0.967,96.83,98.71,10.91,0.97,0.755,0.06,95.14
95.93,0.967,0.967,96.38,98.65,10.91,0.97,0.749,0.06,95.14
95.02,0.966,0.965,97.29,98.08,10.91,0.97,0.735,0.06,95.14
95.48,0.967,0.967,96.83,98.71,10.91,0.97,0.755,0.06,95.14
95.93,0.968,0.967,97.29,98.7,10.91,0.97,0.765,0.05,95.14
94.12,0.964,0.964,97.29,98.07,10.91,0.97,0.754,0.06,95.14
95.93,0.966,0.966,96.38,98.65,10.91,0.97,0.749,0.06,95.14
95.48,0.968,0.968,96.83,98.42,10.91,0.97,0.756,0.06,95.14
95.48,0.968,0.968,96.83,98.58,10.91,0.97,0.754,0.06,95.14
95.48,0.967,0.967,96.83,98.34,10.91,0.97,0.734,0.06,95.14
95.93,0.967,0.967,96.38,98.65,10.91,0.97,0.749,0.06,95.14
95.93,0.967,0.967,96.38,98.78,10.91,0.97,0.759,0.05,95.14
95.48,0.967,0.967,97.29,98.35,10.91,0.97,0.758,0.06,95.14
95.93,0.968,0.968,97.29,98.57,10.91,0.97,0.745,0.06,95.02
95.93,0.968,0.968,97.29,98.57,10.91,0.97,0.745,0.06,95.02
95.93,0.968,0.968,97.29,98.57,10.91,0.97,0.745,0.06,95.02
95.02,0.966,0.966,97.29,98.17,10.91,0.97,0.729,0.06,95.02
95.93,0.968,0.968,97.29,98.57,10.91,0.97,0.745,0.06,95.02
95.93,0.968,0.968,97.29,98.57,10.91,0.97,0.745,0.06,95.02
95.93,0.968,0.968,97.29,98.57,10.91,0.97,0.745,0.06,95.02
95.93,0.968,0.968,97.29,98.57,10.91,0.97,0.745,0.06,95.02
95.93,0.968,0.968,97.29,98.57,10.91,0.97,0.745,0.06,95.02
95.48,0.966,0.966,97.29,98.5,10.91,0.97,0.729,0.06,95.02
95.02,0.968,0.967,96.83,98.6,10.91,0.97,0.732,0.05,95.02
95.93,0.965,0.965,96.38,98.23,10.91,0.97,0.757,0.06,95.02
95.48,0.968,0.968,96.83,98.43,10.97,0.97,0.749,0.05,95.02
95.93,0.968,0.968,97.29,98.57,10.91,0.97,0.745,0.06,95.02
97.29,0.969,0.968,97.74,97.81,11.1,0.97,0.729,0.05,95.02
97.29,0.969,0.968,97.74,97.81,11.1,0.97,0.729,0.05,95.02
95.02,0.963,0.963,95.93,98.58,10.78,0.97,0.733,0.07,95.02
97.29,0.968,0.968,97.74,97.8,11.1,0.97,0.72,0.05,95.02
97.29,0.968,0.968,97.74,97.8,11.1,0.97,0.72,0.05,95.02
95.02,0.965,0.965,96.83,98.25,10.91,0.97,0.741,0.06,95.02
95.02,0.965,0.965,96.83,98.25,10.91,0.97,0.741,0.06,95.02
95.48,0.965,0.965,96.83,98.34,10.91,0.97,0.75,0.06,94.91
96.38,0.962,0.961,96.83,98.44,10.91,0.97,0.769,0.06,94.91
96.38,0.969,0.969,98.19,98.18,11.1,0.97,0.72,0.06,94.91
95.93,0.965,0.965,96.38,98.2,10.91,0.97,0.757,0.06,94.91
97.29,0.966,0.966,97.74,97.95,11.1,0.97,0.727,0.05,94.57
95.48,0.964,0.964,96.38,98.59,10.91,0.97,0.72,0.06,94.57
94.12,0.958,0.958,95.48,98.56,10.71,0.96,0.743,0.06,94.46
94.57,0.965,0.965,95.93,98.75,10.91,0.97,0.751,0.05,94.34
96.38,0.965,0.965,97.29,98.24,11.1,0.97,0.738,0.06,94.34
95.48,0.961,0.961,96.38,96.98,10.84,0.96,0.482,0.08,94.34
95.93,0.961,0.961,96.83,96.51,10.91,0.96,0.513,0.08,94.23
95.93,0.964,0.964,97.29,97.09,10.97,0.96,0.46,0.07,93.89
93.21,0.954,0.954,94.57,98.44,10.64,0.96,0.733,0.07,93.89
93.21,0.953,0.953,94.57,98.45,10.64,0.96,0.726,0.06,93.78
93.21,0.948,0.946,94.12,98.65,10.51,0.96,0.714,0.1,93.67
95.93,0.964,0.964,96.83,96.99,10.97,0.96,0.481,0.07,93.67
95.93,0.963,0.963,96.83,97.17,10.97,0.96,0.475,0.07,93.67
93.21,0.951,0.951,93.67,98.42,10.58,0.96,0.716,0.06,93.67
93.21,0.948,0.948,94.12,98.08,10.64,0.96,0.716,0.06,92.76
95.48,0.95,0.95,96.38,97.4,10.91,0.96,0.695,0.07,91.63
90.05,0.933,0.931,92.31,97.84,10.25,0.95,0.717,0.08,91.18
91.4,0.937,0.937,94.12,97.04,10.51,0.96,0.649,0.08,90.16
91.4,0.937,0.937,94.12,97.04,10.51,0.96,0.649,0.08,90.16
95.48,0.95,0.95,96.83,96.45,10.97,0.96,0.637,0.08,89.93
88.69,0.925,0.924,90.95,97.12,10.32,0.94,0.677,0.11,89.37
88.24,0.896,0.893,89.14,97.59,9.79,0.88,0.7,0.33,88.91
86.88,0.895,0.892,89.14,97.18,9.73,0.89,0.709,0.32,88.23
87.78,0.895,0.893,89.14,97.41,9.86,0.88,0.688,0.32,88.23
94.12,0.937,0.937,96.38,95.95,10.91,0.95,0.623,0.09,88.01
90.05,0.918,0.915,91.4,96.59,10.19,0.94,0.621,0.14,87.67
89.14,0.925,0.922,94.57,96.84,10.64,0.94,0.616,0.13,87.67
87.33,0.89,0.887,88.24,97.15,9.79,0.89,0.681,0.35,87.56
94.57,0.937,0.937,96.83,96.27,10.97,0.95,0.633,0.07,87.44
87.78,0.887,0.884,88.69,96.41,9.73,0.88,0.671,0.33,87.33
91.86,0.926,0.926,93.67,96.6,10.51,0.94,0.618,0.11,87.33
87.78,0.887,0.884,88.69,96.41,9.73,0.88,0.671,0.33,87.33
95.93,0.944,0.944,96.83,96.21,10.97,0.96,0.628,0.08,87.22
85.97,0.881,0.88,87.78,94.56,10.28,0.85,0.577,0.16,86.31
87.33,0.884,0.881,88.69,96.18,9.79,0.87,0.591,0.33,86.09
87.33,0.884,0.881,88.69,96.18,9.79,0.87,0.591,0.33,86.09
93.21,0.932,0.932,95.02,95.63,10.78,0.95,0.626,0.08,85.75
84.62,0.882,0.879,88.24,96.12,9.73,0.87,0.61,0.34,85.41
86.43,0.88,0.877,88.24,95.42,9.6,0.88,0.64,0.34,85.29
86.43,0.88,0.877,88.24,95.42,9.6,0.88,0.64,0.34,85.29
90.95,0.922,0.922,95.02,95.14,10.71,0.95,0.583,0.12,84.73
85.52,0.887,0.903,90.5,95.66,9.92,0.92,0.554,0.16,84.16
85.52,0.889,0.902,90.05,95.69,10.19,0.92,0.569,0.16,83.94
90.95,0.918,0.918,94.57,94.82,10.58,0.95,0.576,0.12,83.37
85.52,0.874,0.871,87.33,95.75,9.66,0.86,0.582,0.3,83.14
85.52,0.873,0.872,87.33,95.35,9.66,0.86,0.554,0.3,83.03
86.43,0.873,0.874,88.24,95.85,9.73,0.87,0.549,0.3,82.92
87.33,0.875,0.87,88.24,95.31,9.73,0.88,0.581,0.25,82.69
85.97,0.876,0.87,86.88,92.78,9.6,0.91,0.483,0.26,82.47
85.97,0.876,0.87,86.88,92.78,9.6,0.91,0.483,0.26,82.47
87.78,0.91,0.91,94.57,94.94,10.58,0.95,0.576,0.12,82.47
85.07,0.873,0.869,87.78,95.21,9.66,0.86,0.565,0.33,82.35
84.62,0.871,0.869,89.14,92.77,9.86,0.92,0.459,0.25,81.22
84.62,0.871,0.869,89.14,92.77,9.86,0.92,0.459,0.25,81.22
82.35,0.854,0.86,86.43,89.01,9.27,0.9,0.439,0.32,80.09
81.9,0.853,0.867,86.88,86.36,9.66,0.9,0.425,0.3,79.86
81.45,0.856,0.865,86.88,85.43,9.53,0.9,0.43,0.32,79.75
79.64,0.851,0.856,85.52,89.54,9.6,0.9,0.419,0.3,79.64
81.9,0.855,0.849,86.88,92.47,9.47,0.9,0.421,0.29,79.3
81.9,0.855,0.849,86.88,92.47,9.47,0.9,0.421,0.29,79.3
86.43,0.877,0.878,90.5,93.77,9.86,0.93,0.588,0.18,79.19
80.09,0.854,0.854,87.33,86.6,9.84,0.92,0.423,0.28,78.85
79.19,0.841,0.848,84.62,87.18,9.27,0.89,0.418,0.35,78.39
86.43,0.873,0.871,87.78,94.38,9.79,0.93,0.576,0.19,78.17
83.71,0.866,0.867,88.69,93.22,9.66,0.91,0.406,0.24,77.83
84.62,0.868,0.868,89.14,93.35,9.66,0.91,0.406,0.24,77.6
85.97,0.863,0.859,87.33,93.95,9.73,0.9,0.416,0.24,77.49
84.62,0.866,0.868,89.14,93.06,9.79,0.91,0.394,0.24,77.38
84.16,0.866,0.866,89.14,93.35,9.79,0.91,0.395,0.23,77.15
81.45,0.859,0.864,89.59,90.73,9.86,0.91,0.419,0.29,77.04
85.97,0.863,0.859,87.33,93.99,9.66,0.9,0.416,0.23,77.04
81.45,0.859,0.864,89.59,90.73,9.86,0.91,0.419,0.29,77.04
85.07,0.862,0.858,87.78,93.98,9.73,0.9,0.419,0.24,77.04
83.71,0.867,0.868,89.14,93.32,9.79,0.91,0.407,0.24,76.92
85.97,0.863,0.859,88.24,93.86,9.86,0.9,0.428,0.23,76.58
81.9,0.854,0.852,88.24,91.45,9.73,0.9,0.446,0.28,76.13
81.9,0.854,0.852,88.24,91.45,9.73,0.9,0.446,0.28,76.13
81.9,0.846,0.843,87.78,93.89,9.6,0.89,0.53,0.23,75.57
80.54,0.843,0.856,87.33,91.66,9.4,0.9,0.508,0.18,75.34
78.28,0.844,0.856,88.24,91.52,9.79,0.9,0.5,0.17,75.11
77.38,0.839,0.852,86.88,91.72,9.27,0.9,0.51,0.18,75.11
81.9,0.844,0.842,87.33,94.02,9.53,0.88,0.52,0.24,75.0
81.0,0.846,0.846,86.88,92.45,9.66,0.86,0.383,0.33,74.89
81.0,0.846,0.846,86.88,92.45,9.66,0.86,0.383,0.33,74.89
83.26,0.85,0.849,88.69,91.89,9.79,0.86,0.365,0.33,74.77
83.26,0.85,0.849,88.69,91.89,9.79,0.86,0.365,0.33,74.77
85.52,0.848,0.842,89.14,94.21,9.79,0.88,0.553,0.22,74.66
78.28,0.837,0.852,85.97,91.83,9.66,0.9,0.493,0.18,74.55
74.21,0.818,0.831,81.9,89.91,9.27,0.88,0.368,0.36,74.55
78.28,0.833,0.841,85.52,88.6,9.4,0.9,0.41,0.29,74.32
