GDT_TS,GDT_HA,GDC_SC,rmsd
27.65,20.3,10.06,31.0
78.53,60.71,41.48,2.99
83.45,69.01,40.67,1.94
85.42,70.83,42.58,1.59
72.01,50.85,28.04,2.75
23.64,18.86,7.62,19.93
88.41,82.05,53.03,6.86
66.02,58.23,44.06,16.45
87.42,72.0,56.0,1.68
32.21,23.23,16.38,41.09
90.42,83.88,65.07,9.71
79.75,66.86,37.69,4.8
39.27,32.94,18.53,36.62
82.04,61.83,41.66,2.03
96.38,92.54,78.28,1.31
94.82,83.33,63.46,1.32
81.84,63.25,37.9,2.03
95.81,87.11,68.84,1.2
90.54,84.58,63.36,9.81
93.92,81.31,52.32,1.36
24.84,12.06,5.59,11.51
56.82,42.73,23.08,12.15
72.53,53.52,31.61,3.75
73.94,53.52,30.94,3.7
96.38,91.29,74.42,1.23
73.48,54.57,35.7,3.37
72.18,54.58,29.56,3.91
28.97,21.77,11.7,41.55
90.3,82.36,62.03,9.77
44.55,31.14,14.2,12.53
37.92,29.59,6.21,21.13
51.77,41.32,26.87,27.13
96.27,91.18,77.96,1.26
94.46,87.11,68.19,1.46
75.83,60.84,32.12,2.79
81.36,68.64,48.86,6.65
95.47,85.3,58.71,1.37
78.17,58.1,30.06,2.56
59.27,50.29,35.68,12.6
76.25,58.33,27.42,2.54
72.53,53.88,27.3,4.03
95.81,89.94,75.12,1.28
55.0,40.91,20.77,10.42
51.59,36.36,13.33,11.51
71.41,60.48,46.12,11.61
91.0,83.3,64.81,9.72
94.59,82.21,61.14,1.33
94.23,81.56,42.02,1.39
65.23,49.77,30.16,11.2
90.77,83.29,66.59,9.71
75.12,56.19,39.13,8.89
75.35,58.8,30.32,4.02
89.52,76.5,54.22,1.72
77.39,58.21,39.29,3.14
40.15,29.85,17.56,39.61
69.37,53.87,24.96,5.7
79.08,61.52,40.61,3.09
92.07,76.94,61.08,1.26
40.44,29.56,18.37,32.44
74.24,55.81,37.95,3.29
70.36,58.23,46.23,11.05
35.88,25.15,12.86,43.61
88.62,74.1,55.49,1.89
78.59,61.63,40.29,3.11
97.01,89.31,65.61,1.4
72.08,57.08,23.56,3.77
86.67,70.42,42.37,1.48
70.42,52.09,20.8,3.68
90.3,80.03,56.91,9.98
88.01,69.91,54.28,1.75
77.45,58.8,37.98,3.25
93.69,80.41,55.34,1.37
86.83,68.86,50.34,1.74
59.32,44.32,25.73,10.17
85.41,73.19,52.35,10.64
55.73,46.91,28.72,9.21
89.95,80.72,61.74,9.8
39.27,30.88,20.25,40.15
70.07,52.47,21.91,3.55
77.34,62.15,35.89,4.83
90.54,83.76,64.47,9.79
90.65,83.76,64.56,9.76
62.32,48.94,24.63,7.25
77.99,61.75,40.82,2.58
20.83,11.67,2.39,18.86
27.27,18.86,7.72,19.31
78.1,60.76,38.45,3.32
46.82,32.5,15.92,13.15
76.63,59.13,37.76,3.6
88.02,75.0,55.89,3.3
95.59,87.56,73.27,1.32
18.86,13.18,5.34,21.59
97.92,84.58,52.54,0.72
79.19,62.99,39.52,3.21
76.67,58.34,31.52,2.25
72.08,56.66,28.48,3.22
88.41,82.5,55.29,6.84
90.3,81.42,63.1,9.75
83.75,65.42,29.13,1.92
56.44,45.21,30.18,14.04
91.45,77.14,60.36,1.42
95.02,86.08,70.16,1.3
75.45,54.79,36.79,2.4
86.27,69.72,42.61,1.97
90.77,82.71,62.41,9.68
74.17,59.17,28.79,3.35
74.62,56.41,36.82,3.38
95.36,88.47,73.85,1.3
94.37,81.98,61.22,1.34
91.77,75.9,59.84,1.23
95.25,88.12,71.91,1.3
76.92,56.84,32.57,2.54
77.57,62.38,31.31,8.67
95.59,89.48,75.91,1.34
58.64,45.0,25.5,12.04
90.42,82.94,64.44,9.89
84.46,69.51,46.09,9.81
90.54,82.36,66.15,9.71
84.16,70.07,43.46,1.92
67.92,49.59,17.73,3.53
91.89,76.36,56.63,1.56
12.28,6.59,1.42,18.19
59.32,44.32,25.73,10.17
65.84,52.11,27.92,7.05
95.59,89.37,72.39,1.4
12.06,5.0,0.78,14.52
28.82,20.59,8.24,41.54
93.69,79.96,57.72,1.5
31.32,24.11,13.77,44.53
95.47,87.67,71.75,1.29
66.14,44.29,30.29,3.58
31.77,22.35,5.87,44.06
77.08,58.75,25.68,2.48
65.83,49.16,22.46,4.35
86.98,71.71,55.48,2.44
78.64,61.96,39.29,3.21
89.58,75.42,46.88,1.2
90.42,82.01,65.27,9.72
76.99,60.05,31.66,8.7
95.02,86.08,70.16,1.3
14.82,7.78,1.01,20.74
88.18,81.82,48.53,7.24
42.96,31.34,13.2,10.67
74.58,56.25,28.86,2.75
48.33,32.5,17.73,10.31
94.59,79.51,59.23,1.51
85.03,67.96,52.34,1.7
38.97,28.68,14.07,38.79
30.68,23.64,14.8,18.69
74.51,54.67,38.45,3.11
93.47,78.38,57.27,1.57
90.89,84.11,67.26,9.72
93.47,80.86,57.6,1.33
52.66,39.02,16.33,16.19
90.77,83.76,66.33,9.71
93.69,81.08,57.47,1.25
78.26,60.76,38.18,3.31
95.81,87.11,68.84,1.2
84.51,70.07,41.32,1.97
25.23,17.05,5.52,21.01
29.41,22.21,11.96,37.55
24.7,14.22,4.93,19.66
38.82,29.41,17.82,40.06
63.03,42.52,19.71,4.43
94.14,81.53,54.95,1.34
38.38,30.15,16.51,37.28
44.87,33.34,5.55,13.2
91.12,82.83,67.41,9.69
72.18,54.23,31.76,3.54
91.44,76.13,54.76,1.68
76.67,58.34,30.87,2.26
74.3,54.23,21.0,3.12
91.22,76.35,54.66,1.66
90.3,81.78,55.74,9.7
83.45,69.01,43.37,1.83
27.5,18.53,9.88,37.75
79.06,63.24,41.28,2.54
92.52,87.15,70.05,9.72
24.79,16.45,3.67,14.32
92.81,80.84,62.28,1.26
93.92,81.31,54.95,1.34
95.59,89.03,74.23,1.29
43.86,29.77,20.19,12.51
62.27,51.49,36.23,15.02
95.05,82.89,60.33,1.33
84.51,67.95,42.73,2.02
82.39,67.61,34.11,2.55
92.79,77.7,50.54,1.56
95.05,82.66,59.17,1.35
73.94,55.63,29.85,3.4
76.25,60.83,28.6,2.7
93.02,78.38,46.05,1.1
53.86,41.14,26.34,11.01
78.63,62.18,40.52,2.3
56.96,36.9,22.2,5.24
78.2,61.75,40.13,2.58
88.96,74.55,47.58,1.68
78.17,58.71,42.55,5.15
94.82,83.33,62.24,1.4
75.23,58.3,31.73,9.15
37.65,28.39,17.52,38.8
30.44,22.35,7.88,39.91
79.24,61.74,40.51,3.09
96.49,92.2,77.73,1.23
65.45,46.59,22.8,8.54
78.63,63.03,39.58,2.62
79.7,61.76,38.41,2.25
90.42,83.06,64.09,9.73
79.02,62.61,40.03,3.33
73.64,55.22,38.21,3.55
72.44,51.92,28.17,3.0
95.59,89.03,71.69,1.31
35.29,27.21,16.48,36.8
58.8,46.48,23.67,9.23
72.08,55.41,27.88,3.3
75.82,57.01,29.33,8.52
43.41,31.59,20.12,19.02
40.91,27.95,15.66,18.5
78.85,63.46,37.82,2.65
36.27,21.83,1.17,13.55
86.25,70.42,40.45,1.65
23.29,16.24,1.34,13.81
30.29,21.62,9.86,36.84
72.08,56.66,28.48,3.22
34.41,25.59,12.32,37.7
92.92,80.0,46.25,1.03
89.67,74.85,57.12,1.44
61.62,41.9,19.71,5.03
43.86,29.77,20.19,12.51
76.69,58.31,38.97,3.41
42.65,30.88,13.52,37.72
41.36,23.91,11.51,15.62
79.06,63.03,41.7,2.59
78.87,63.02,32.9,2.36
26.47,19.85,8.1,41.2
75.42,56.67,30.27,2.29
79.27,63.46,39.18,2.73
72.08,54.17,25.87,3.61
92.52,80.54,59.45,1.33
96.04,87.9,69.7,1.2
90.07,80.49,63.09,9.78
27.94,21.03,8.41,39.24
85.21,70.77,41.0,1.92
32.5,23.34,6.93,18.75
62.08,47.92,27.65,9.33
88.64,78.18,60.54,5.01
68.16,48.93,25.97,3.59
80.77,64.1,41.51,2.2
74.58,60.84,27.31,3.29
90.42,83.64,64.24,9.77
90.6,75.22,56.06,1.4
33.09,23.82,9.65,38.77
90.42,84.0,63.98,9.86
24.71,18.38,8.79,35.55
96.38,90.5,72.85,1.16
79.02,60.87,43.18,2.97
95.72,85.81,63.62,1.36
19.32,11.59,1.96,21.17
29.56,21.47,13.68,22.94
65.83,49.16,22.46,4.35
25.0,18.53,7.42,28.12
97.01,88.68,66.2,1.25
77.45,60.38,38.78,3.48
42.5,31.03,18.04,34.48
35.88,26.76,17.75,38.3
89.95,81.66,62.08,9.78
85.16,69.97,51.66,9.63
80.0,63.86,43.4,6.58
96.27,91.18,77.07,1.22
90.27,75.15,58.47,2.13
76.74,57.28,42.11,3.1
63.01,41.74,19.6,7.99
64.17,48.75,29.47,6.97
78.27,63.67,48.53,10.12
48.33,32.5,17.73,10.31
95.02,88.01,71.53,1.36
91.0,82.94,65.62,9.71
95.59,90.39,74.85,1.27
84.28,65.42,30.63,1.73
85.92,69.72,42.58,1.98
13.67,8.64,1.58,19.5
78.6,61.94,27.45,2.52
44.77,30.23,20.86,13.42
95.93,87.89,69.32,1.2
33.37,19.13,10.78,16.19
90.89,82.47,65.91,9.71
36.77,28.97,16.58,39.5
33.97,25.29,16.72,37.27
44.12,33.97,18.77,34.12
30.63,21.48,7.54,13.96
86.54,72.86,50.32,1.99
10.63,5.61,0.22,19.62
96.27,91.97,76.67,1.27
73.59,54.93,29.27,3.32
73.8,55.65,38.59,3.47
40.23,27.73,15.69,13.95
50.23,39.32,20.89,16.69
92.96,80.99,61.76,1.21
88.02,73.65,58.63,2.05
80.16,62.82,41.93,2.9
42.73,29.77,13.31,13.4
93.92,79.95,54.27,1.39
29.85,21.47,11.07,17.28
23.75,11.96,4.2,13.2
94.37,80.63,58.16,1.49
82.75,67.61,34.58,2.48
67.52,49.15,23.23,4.73
78.1,59.89,40.44,3.04
83.1,68.66,41.35,1.9
77.04,59.5,33.16,4.21
96.49,92.31,77.33,1.25
46.59,32.5,18.65,12.02
14.37,7.93,1.96,19.51
46.62,35.0,23.84,40.13
86.38,71.56,56.63,3.67
67.09,47.22,22.99,3.37
42.61,30.63,2.14,11.83
95.59,89.25,74.12,1.31
89.52,77.69,64.94,0.93
78.38,62.84,25.2,2.94
75.6,60.78,50.15,14.2
87.18,67.52,39.98,1.79
75.42,57.09,27.92,2.26
93.69,79.06,55.78,1.47
73.8,54.89,37.25,3.06
92.34,78.16,55.4,1.58
37.94,28.97,15.79,42.67
46.49,40.27,56.54,1.84
91.32,78.59,57.59,1.37
24.25,14.37,4.42,18.7
82.47,69.0,40.24,4.63
78.04,60.59,37.52,3.32
77.72,59.02,39.09,3.24
92.12,76.58,57.02,1.55
61.67,43.33,18.11,4.54
31.32,24.11,13.77,44.53
79.58,65.83,36.29,2.33
92.81,80.09,62.17,1.28
97.92,85.0,54.39,0.71
78.48,61.09,40.84,3.09
80.99,63.38,37.98,1.98
70.83,53.33,28.18,2.96
70.96,55.09,44.23,14.27
90.42,84.46,64.44,9.81
94.14,82.66,59.83,1.32
95.05,83.11,60.27,1.31
22.92,15.0,3.6,17.86
96.49,92.08,77.8,1.25
30.29,21.62,9.86,36.84
90.54,83.41,63.96,9.85
90.54,83.76,63.19,9.79
73.33,54.17,26.25,2.47
80.63,61.97,31.7,1.98
66.9,52.12,25.86,6.93
96.27,91.41,76.87,1.23
91.17,77.55,54.81,1.57
72.01,51.28,27.83,2.83
78.75,65.0,30.72,2.78
76.09,58.26,39.71,3.66
95.14,87.67,71.04,1.36
74.09,55.43,40.31,6.82
93.69,84.93,67.57,1.48
68.75,50.0,22.5,3.96
40.23,29.77,20.37,17.42
90.54,75.67,49.25,2.09
89.6,81.54,62.51,9.7
88.41,82.27,53.12,6.85
94.87,82.05,61.47,1.33
72.08,56.66,28.48,3.22
75.35,54.67,24.9,4.74
83.1,68.66,41.97,1.87
95.21,88.44,71.8,1.26
76.92,56.84,32.57,2.54
96.58,88.46,65.07,1.28
96.49,92.31,76.87,1.23
94.37,83.33,60.93,1.33
76.25,57.92,26.06,2.5
82.33,64.82,49.13,1.82
87.58,71.26,56.1,1.63
79.17,60.42,22.5,2.26
91.92,78.74,61.14,2.0
90.72,77.84,56.15,1.6
42.73,29.77,13.31,13.4
90.54,83.41,66.37,9.77
36.62,27.5,14.29,37.99
62.73,45.91,29.67,7.87
96.15,91.18,77.89,1.28
77.45,60.38,38.78,3.48
93.75,83.75,48.33,1.02
88.17,73.8,58.11,2.05
29.41,22.94,13.95,40.9
88.41,82.27,53.12,6.85
86.68,72.01,56.46,4.09
27.99,18.71,0.0,19.87
77.04,58.94,32.84,4.4
76.85,57.94,38.36,3.28
91.22,73.42,52.48,1.51
61.38,50.45,37.36,13.79
83.1,68.66,41.35,1.9
79.13,62.28,39.95,3.17
91.92,80.54,62.68,1.87
90.12,76.95,57.39,1.36
87.16,68.92,44.29,1.55
55.87,35.22,20.76,5.4
93.67,80.32,39.87,1.27
75.87,57.83,37.43,3.34
29.56,21.47,13.68,22.94
37.5,27.08,7.35,14.78
97.01,89.53,62.58,1.39
10.81,6.47,1.42,25.07
70.56,64.6,50.09,14.46
40.68,30.68,12.66,11.73
84.51,70.42,41.88,1.94
50.15,35.33,17.64,12.39
94.59,83.11,62.9,1.34
41.36,23.91,11.51,15.62
90.27,75.0,56.66,1.42
10.93,7.93,1.05,22.71
75.76,55.65,41.87,2.92
85.56,71.47,45.1,1.88
96.04,90.39,75.85,1.31
96.38,91.97,77.78,1.2
40.72,26.05,12.34,14.37
70.0,50.42,17.8,2.79
91.24,85.16,66.38,9.72
95.59,89.71,73.28,1.31
88.08,75.94,59.54,9.88
29.55,21.82,10.3,17.48
81.34,66.55,33.55,2.57
84.51,70.42,42.08,1.93
49.32,34.77,15.8,12.32
27.95,21.82,9.95,19.21
80.13,64.96,39.81,2.59
90.57,77.84,57.93,1.41
34.41,25.59,12.32,37.7
78.42,63.46,37.07,2.69
79.08,61.52,40.61,3.09
60.42,46.67,27.61,8.92
95.14,89.03,72.05,1.36
80.49,73.36,55.49,9.22
63.67,44.02,21.28,4.25
60.0,49.55,28.79,14.62
85.18,67.97,52.53,1.65
56.59,40.68,18.41,10.45
21.56,15.87,7.12,19.39
12.57,8.23,1.01,20.55
90.72,76.05,58.35,1.54
95.81,86.77,72.92,1.31
96.38,91.74,77.43,1.26
95.05,83.11,61.47,1.33
91.02,78.14,58.8,1.42
26.47,18.97,7.26,39.59
22.27,16.14,0.0,22.69
90.54,83.64,66.95,9.8
23.5,14.74,2.07,13.23
61.67,42.08,10.46,4.53
92.52,85.05,65.69,9.72
22.86,14.74,1.88,14.47
76.79,57.88,37.09,3.17
86.25,71.25,43.79,1.61
26.62,17.2,6.25,41.28
46.82,32.5,15.92,13.15
96.04,91.17,76.1,1.26
90.54,82.48,65.82,9.71
38.82,32.06,17.82,37.84
62.68,45.42,22.14,7.25
79.93,65.84,39.59,2.05
96.49,92.53,76.46,1.23
90.89,84.0,65.95,9.68
27.5,20.59,11.4,41.13
79.06,63.03,41.7,2.59
91.02,77.25,54.48,1.56
48.33,32.5,17.73,10.31
25.15,17.8,7.95,39.61
76.36,59.08,38.49,3.41
44.77,32.05,11.89,8.85
92.96,81.29,62.04,1.24
46.82,32.5,15.92,13.15
96.38,90.61,72.73,1.16
38.23,29.12,14.59,33.49
96.38,91.63,77.25,1.22
69.82,47.07,18.3,2.59
46.59,32.5,18.65,12.02
42.21,30.73,14.73,35.57
73.8,62.72,48.05,8.7
72.89,56.34,32.67,4.35
91.77,79.94,58.72,1.38
67.61,50.35,31.58,5.53
95.47,88.69,71.88,1.37
79.79,64.52,38.57,5.78
90.42,76.35,55.48,1.56
65.14,51.41,29.21,7.04
77.92,60.41,30.76,2.21
85.92,69.72,42.58,1.98
69.17,50.83,25.02,3.04
95.93,89.59,73.49,1.28
74.17,66.25,33.11,8.87
80.34,64.31,40.98,2.52
12.83,4.73,0.85,14.92
67.52,49.7,25.15,14.31
80.28,64.44,34.34,2.56
96.27,91.52,76.48,1.26
90.54,83.41,62.89,9.77
92.79,77.93,57.8,1.55
83.75,67.5,37.08,1.81
88.18,81.82,48.53,7.24
70.0,54.17,20.87,3.64
27.99,18.71,0.0,19.87
81.44,61.23,39.83,2.14
89.09,77.5,62.61,4.88
90.54,82.83,63.43,9.77
65.83,50.83,24.92,6.74
60.78,48.8,35.89,13.8
14.54,7.05,1.45,20.57
76.74,57.61,39.88,3.29
79.24,63.04,39.83,3.21
77.49,59.16,33.07,4.36
27.5,18.53,9.88,37.75
85.56,71.47,45.1,1.88
70.0,54.17,24.55,3.51
46.59,30.91,12.54,9.64
35.44,26.62,16.39,38.12
30.63,21.48,7.54,13.96
69.46,59.13,45.13,9.85
63.64,49.77,34.52,10.22
87.5,75.91,56.48,5.72
96.15,89.71,72.74,1.26
19.23,14.1,5.07,20.77
96.27,90.05,74.6,1.27
85.47,69.66,47.73,2.14
33.45,21.83,0.38,12.1
90.3,83.76,64.85,9.79
95.59,84.39,69.41,1.24
50.23,35.0,19.91,11.96
90.54,83.64,63.64,9.81
58.18,42.27,25.39,10.67
68.8,46.74,30.22,3.48
95.7,89.03,73.78,1.28
78.75,61.9,39.08,3.2
95.93,88.69,74.22,1.34
74.51,56.14,36.4,3.32
79.62,62.23,41.19,2.99
56.59,44.32,26.18,21.03
95.73,82.91,62.28,1.43
83.45,69.36,41.55,1.95
67.12,45.98,27.7,3.33
92.12,78.16,54.72,1.63
24.32,16.14,7.13,17.88
93.69,79.06,53.19,1.5
30.15,20.15,7.76,39.07
89.64,75.67,53.02,1.68
79.19,63.05,39.47,3.23
72.53,54.58,27.36,4.03
78.59,61.63,40.29,3.11
76.63,57.99,39.94,3.17
87.73,76.82,59.53,5.35
79.94,60.18,29.72,1.86
90.57,76.34,56.53,1.51
52.25,44.31,31.34,14.33
94.82,83.11,58.43,1.48
90.99,72.52,42.73,1.71
79.49,64.1,42.41,2.55
46.82,32.5,15.92,13.15
84.51,70.07,41.76,1.95
30.44,21.62,9.02,36.83
42.95,30.0,14.15,15.31
87.58,71.26,56.1,1.63
96.27,91.97,76.78,1.28
46.14,33.18,17.88,10.54
63.8,41.85,30.42,3.61
71.67,53.75,28.33,3.96
62.92,45.0,17.73,4.75
86.36,79.55,49.58,6.43
84.16,67.96,41.88,1.84
64.17,48.75,21.55,9.06
40.0,27.5,5.57,10.68
94.37,81.08,61.43,1.41
95.36,84.05,68.83,1.3
78.26,59.73,36.97,2.91
90.54,80.14,64.64,9.79
76.79,56.85,31.36,3.08
92.57,78.38,56.85,1.51
72.53,53.87,25.45,3.88
87.72,70.95,56.23,1.44
90.09,75.22,52.73,1.75
92.34,76.58,56.56,1.61
85.21,70.77,43.26,1.85
50.68,36.13,15.87,12.13
95.7,89.26,74.03,1.31
33.97,26.03,15.4,38.72
62.05,46.14,28.37,10.18
44.77,30.23,20.86,13.42
89.72,79.09,61.51,9.74
89.19,71.39,46.65,1.54
90.54,83.53,66.05,9.79
77.84,64.52,48.79,14.24
83.8,69.02,42.17,1.85
30.0,23.38,13.84,42.0
92.52,80.54,59.0,1.33
60.68,48.64,28.53,20.5
50.91,35.91,24.87,12.21
78.21,60.27,38.55,3.21
64.1,45.3,23.12,4.27
95.05,83.56,60.13,1.35
24.65,13.38,2.61,13.93
25.73,19.27,9.94,40.11
91.32,78.89,57.65,1.39
94.59,83.11,59.66,1.29
95.59,88.8,71.93,1.35
79.7,63.46,40.65,2.21
87.33,77.83,60.18,10.65
91.24,83.41,65.34,9.75
61.36,46.59,29.93,7.78
50.0,33.41,15.97,9.06
96.38,92.08,77.66,1.25
62.95,47.27,31.35,7.83
76.41,58.8,36.87,3.58
78.48,61.09,40.84,3.09
96.38,92.31,77.4,1.24
93.16,79.27,58.12,1.4
76.25,58.33,29.92,2.61
96.15,87.78,69.46,1.32
89.97,76.8,57.25,1.64
30.44,22.35,7.88,39.91
30.45,21.59,4.68,14.47
92.12,76.58,37.37,1.59
77.08,58.33,22.54,2.15
82.04,66.9,32.61,2.58
37.5,27.08,7.35,14.78
48.33,32.5,17.73,10.31
36.47,26.91,18.31,39.06
13.33,9.16,0.95,30.68
78.42,62.61,40.02,2.73
80.99,65.84,34.87,2.38
90.42,83.18,63.79,9.78
30.15,24.11,14.01,39.56
77.72,60.92,37.71,3.5
37.92,29.59,6.21,21.13
78.63,61.75,35.58,2.24
58.38,49.41,35.86,9.51
95.5,85.81,61.51,1.39
77.82,59.51,34.93,2.97
95.59,88.92,72.6,1.33
93.92,81.31,57.93,1.41
30.29,21.62,9.86,36.84
95.81,87.9,69.62,1.19
77.83,60.6,38.69,3.44
34.56,24.56,8.2,37.49
43.18,31.14,16.13,13.73
78.85,62.82,39.73,2.56
88.17,73.8,58.11,2.05
96.15,87.78,69.46,1.32
78.15,58.56,30.48,3.6
35.29,27.21,16.48,36.8
86.56,70.91,51.26,3.52
74.55,55.88,37.48,4.48
55.45,41.37,28.67,10.66
71.48,55.28,30.47,6.04
73.3,55.32,33.63,9.25
96.58,88.46,65.07,1.28
84.51,70.42,42.08,1.93
95.59,90.27,73.81,1.34
90.65,83.41,66.69,9.69
68.31,55.28,29.77,7.19
20.83,11.67,2.39,18.86
97.01,89.31,65.61,1.4
79.19,62.99,39.52,3.21
92.12,78.16,54.45,1.63
95.73,82.91,62.28,1.43
95.47,89.59,73.46,1.38
58.09,53.23,32.89,14.0
75.22,56.58,38.74,3.13
50.94,35.87,18.21,13.3
90.54,84.46,65.55,9.82
34.55,24.77,11.49,12.87
35.44,26.62,16.39,38.12
73.25,53.62,28.42,7.98
77.23,60.65,40.4,3.56
67.61,51.76,31.85,7.22
24.56,18.53,10.38,32.35
85.63,69.16,47.26,3.18
84.73,66.61,49.87,1.74
20.23,11.59,2.15,19.24
73.24,53.17,24.11,3.41
30.45,21.14,6.41,14.36
38.68,27.94,13.56,37.95
90.89,82.36,64.96,9.71
34.27,26.32,15.38,38.79
97.92,83.75,53.98,0.72
81.44,62.72,40.92,1.89
33.82,24.41,11.53,37.66
94.59,82.88,60.1,1.34
72.08,56.66,28.48,3.22
91.12,84.11,68.04,9.7
95.05,83.56,60.13,1.35
55.68,38.63,20.65,9.01
87.72,70.95,54.86,1.47
63.64,49.77,34.52,10.22
65.6,46.8,21.01,4.8
81.84,66.24,41.24,2.0
95.59,89.71,72.76,1.34
78.75,60.0,32.61,1.88
79.27,64.1,38.2,2.71
79.13,62.28,38.49,3.28
90.65,82.59,65.54,9.73
90.07,79.91,60.58,9.74
96.27,91.97,78.04,1.24
66.9,52.12,25.86,6.93
96.38,91.18,73.18,1.27
89.95,81.42,64.24,9.86
66.45,46.8,21.26,4.47
26.62,20.15,7.83,42.31
31.47,23.82,15.63,37.13
66.36,48.87,29.81,7.05
95.47,88.69,71.71,1.32
90.65,83.76,63.96,9.76
83.1,68.66,41.35,1.9
96.58,88.46,65.07,1.28
42.73,31.36,16.25,11.86
35.88,26.76,17.75,38.3
95.02,86.08,70.16,1.3
37.73,27.27,11.98,12.39
74.17,55.41,27.01,2.5
96.38,92.08,76.8,1.28
94.23,80.77,58.43,1.42
42.21,30.59,16.91,39.04
84.88,67.36,50.84,1.75
90.3,81.89,64.06,9.77
77.12,60.87,37.56,3.55
73.37,54.13,38.79,2.96
95.47,88.69,74.11,1.29
78.48,60.65,40.29,3.1
90.3,78.97,63.22,9.82
91.0,83.3,64.81,9.72
64.79,49.3,22.9,6.86
95.14,87.56,72.3,1.32
84.51,70.07,41.76,1.95
29.56,21.47,13.68,22.94
79.7,63.46,40.36,2.18
75.23,57.83,32.62,8.45
72.45,63.02,45.37,11.94
89.67,73.95,54.39,1.43
69.37,52.81,28.89,4.63
90.54,81.42,64.44,9.8
95.27,83.78,59.96,1.35
62.5,46.82,25.92,9.75
62.84,40.77,15.05,3.33
91.89,76.58,55.69,1.62
90.54,72.53,49.34,1.52
39.27,28.97,13.95,38.63
72.53,53.88,27.3,4.03
82.08,62.5,37.73,1.74
73.24,53.88,29.59,3.35
59.58,47.16,30.3,13.31
46.82,32.5,15.92,13.15
90.89,84.58,67.5,9.69
25.0,15.87,7.98,19.38
96.38,92.54,78.28,1.31
84.51,70.42,41.88,1.94
72.18,52.11,29.59,3.67
96.8,88.89,61.51,1.35
71.15,50.56,24.58,7.49
90.16,77.38,56.48,1.8
60.23,45.0,29.04,10.46
41.47,30.3,14.68,33.8
72.18,54.22,31.44,4.39
84.16,69.72,41.32,1.94
76.25,58.33,29.92,2.61
84.51,70.07,41.76,1.95
95.27,81.98,62.09,1.34
95.5,85.14,63.48,1.36
59.77,43.18,21.91,9.43
94.59,80.18,60.81,1.5
90.77,83.76,67.88,9.73
77.83,58.6,33.05,3.27
24.71,18.53,10.61,31.93
96.04,91.29,76.82,1.29
35.23,25.68,10.61,13.88
44.77,30.23,20.86,13.42
94.82,83.56,60.31,1.33
78.42,63.25,37.93,2.72
73.94,54.58,27.45,4.19
95.25,87.67,71.59,1.33
76.95,65.27,49.34,10.73
93.02,79.51,61.34,1.38
68.26,50.9,32.3,9.39
77.39,58.21,39.29,3.14
37.79,27.65,13.51,43.85
37.39,19.37,1.93,11.46
92.36,80.39,64.19,1.74
78.42,62.39,36.63,2.65
90.42,82.71,62.27,9.76
42.08,30.84,10.34,17.68
17.73,11.36,0.7,20.79
86.71,71.85,41.22,1.72
80.0,66.25,32.84,2.59
78.85,62.82,39.71,2.59
84.73,67.96,52.81,1.81
96.49,92.2,78.39,1.27
53.86,41.14,26.34,11.01
79.02,62.61,40.03,3.33
90.3,84.11,65.25,9.81
83.75,70.0,43.14,1.79
90.42,81.42,64.58,9.77
85.21,71.48,43.17,1.85
46.82,32.5,15.92,13.15
24.3,14.79,5.57,16.51
90.54,84.0,64.07,9.8
95.36,88.58,72.47,1.39
94.59,79.51,59.23,1.51
26.18,19.86,11.49,41.42
50.15,37.12,21.32,15.81
72.18,53.87,30.73,4.15
35.23,25.23,11.79,13.88
72.18,55.63,33.46,5.48
93.24,79.28,57.41,1.52
82.48,66.61,44.12,3.6
75.11,56.03,38.68,3.13
73.5,63.32,47.36,10.24
96.49,92.08,77.12,1.28
94.37,82.21,61.22,1.33
61.59,46.37,28.88,10.76
79.17,59.59,22.88,2.37
42.94,31.62,18.46,37.73
73.33,54.58,25.38,2.85
46.82,32.5,15.5,13.15
97.44,90.81,65.21,1.34
16.02,10.48,2.73,20.76
83.75,70.0,43.14,1.79
83.75,67.5,37.27,2.02
77.14,57.91,29.63,2.55
91.44,77.03,56.11,1.6
96.27,91.07,77.05,1.27
48.33,32.5,17.73,10.31
94.59,83.56,60.13,1.33
74.89,55.7,38.16,3.37
55.54,43.15,25.62,16.98
95.66,81.58,69.1,0.86
90.54,80.14,64.64,9.79
78.04,60.33,39.59,3.18
96.38,92.54,78.28,1.31
18.64,10.68,3.45,18.98
90.3,83.53,64.56,9.78
38.97,28.68,14.07,38.79
66.9,50.0,30.29,7.86
24.77,16.14,5.29,19.55
71.25,54.59,25.19,3.29
79.3,62.22,33.17,4.98
84.16,69.72,43.99,1.89
89.72,80.84,62.71,9.75
58.09,52.94,32.83,13.96
90.54,82.01,54.58,9.74
41.14,26.82,11.38,13.84
89.25,80.72,57.42,9.72
84.51,69.37,41.76,1.85
52.94,44.12,28.76,14.0
85.92,69.72,41.79,2.0
87.58,73.81,54.41,4.1
84.43,66.77,49.87,1.74
78.1,59.84,42.61,2.93
22.86,13.25,1.05,13.93
95.27,82.89,60.31,1.41
93.24,78.38,58.47,1.48
18.64,10.68,3.45,18.98
79.92,64.53,42.45,2.51
92.57,78.38,56.92,1.51
38.38,28.67,15.93,36.99
91.12,84.58,66.7,9.66
44.77,32.27,12.73,16.12
85.78,69.76,54.11,1.9
92.29,85.63,68.24,9.71
77.99,60.55,37.43,3.33
75.83,60.84,32.12,2.79
