GDT_TS,GDT_HA,GDC_SC,rmsd
65.83,49.58,18.83,4.17
44.77,32.27,12.73,16.12
86.53,68.86,49.78,1.74
27.06,20.59,10.63,33.16
79.56,62.17,41.19,2.99
91.0,83.76,62.92,9.72
89.82,73.2,56.82,1.32
75.47,54.79,27.33,4.71
48.8,33.53,17.96,12.24
35.88,26.76,17.75,38.3
48.75,37.08,22.31,12.09
95.5,84.23,62.88,1.32
31.91,22.5,9.78,37.24
82.69,66.88,45.23,2.1
41.03,30.73,16.16,28.85
76.58,58.26,32.59,4.38
90.19,82.12,64.7,9.87
86.54,70.94,51.9,2.38
94.59,83.11,62.9,1.34
23.72,16.88,5.91,16.38
87.15,70.8,50.89,2.69
91.0,82.94,66.12,9.69
46.14,30.68,12.31,9.64
35.68,26.36,8.88,13.96
88.41,82.5,55.29,6.84
76.58,56.96,40.29,2.97
94.16,86.45,68.3,1.28
89.17,72.08,46.86,1.15
77.34,59.19,38.18,3.26
83.8,69.02,43.64,1.85
93.69,81.08,60.39,1.34
94.14,81.76,58.49,1.31
81.69,64.44,38.01,1.93
65.14,51.76,27.21,7.03
96.49,91.97,73.7,1.25
91.22,74.55,49.75,1.54
77.92,60.42,31.67,2.22
70.42,52.08,24.59,3.03
12.08,8.34,0.42,30.21
75.22,56.58,38.74,3.13
77.45,61.92,34.09,8.71
95.05,83.78,62.63,1.34
91.63,74.21,64.69,1.58
28.52,19.37,5.87,16.25
90.54,83.3,64.48,9.76
93.92,79.95,54.27,1.39
73.37,54.13,38.79,2.96
95.7,87.78,69.66,1.19
90.54,84.81,65.01,9.73
77.35,57.27,32.4,2.55
65.23,47.27,27.32,7.77
35.59,26.47,12.86,43.29
93.92,80.86,60.81,1.38
90.54,83.18,63.38,9.71
12.72,8.09,0.99,21.07
90.07,74.65,55.79,1.62
55.0,47.06,30.14,12.31
87.92,70.42,44.28,1.37
38.03,32.04,15.19,19.08
84.51,70.42,42.08,1.93
91.12,84.46,67.15,9.7
81.69,66.2,37.45,1.81
90.65,83.53,63.31,9.76
49.55,36.59,22.91,11.69
54.55,41.59,25.36,12.74
92.34,77.93,55.78,1.59
88.47,75.75,60.45,4.07
79.19,61.14,44.14,2.96
77.99,62.61,35.48,2.79
95.94,88.03,62.09,1.31
90.19,84.11,66.05,9.78
95.05,84.01,57.97,1.36
90.77,83.29,66.59,9.71
78.31,59.78,41.08,3.06
76.25,57.92,26.36,2.5
97.22,89.96,64.4,1.39
91.89,76.36,56.63,1.56
57.48,44.46,20.93,16.61
96.38,91.18,73.18,1.27
74.19,55.05,36.25,3.37
77.61,59.84,41.12,3.12
75.42,56.25,25.19,2.29
78.6,59.23,33.06,3.6
96.58,89.31,63.96,1.25
93.89,86.88,68.26,1.61
96.58,88.46,65.07,1.28
96.04,90.72,75.51,1.31
70.0,51.67,24.58,3.19
63.33,48.33,26.4,9.42
95.59,87.56,68.41,1.11
55.0,42.73,26.62,10.65
90.72,76.34,57.19,1.49
48.33,32.5,17.73,10.31
65.49,52.11,27.13,7.04
79.17,60.42,22.5,2.26
10.91,6.14,2.45,36.09
72.99,54.57,36.99,3.35
89.64,74.78,52.34,1.77
5.92,3.53,0.43,62.46
67.41,59.34,44.07,12.5
77.47,60.91,28.36,2.87
89.86,72.75,46.36,1.47
32.77,16.09,7.22,15.94
33.64,23.18,10.44,11.97
26.62,20.15,7.66,42.36
96.15,85.64,67.07,1.25
93.69,80.18,52.57,1.4
20.0,14.54,7.13,22.8
38.97,29.12,17.98,37.38
61.27,46.48,21.73,7.44
55.0,40.91,20.77,10.42
92.12,77.25,54.51,1.64
50.91,36.37,26.11,12.48
21.82,16.59,3.61,23.49
33.26,18.86,11.82,18.19
94.59,81.98,57.55,1.34
84.28,68.41,44.84,4.81
89.67,73.95,56.75,1.43
50.23,35.0,19.91,11.96
77.72,59.56,37.7,3.31
95.25,88.12,71.91,1.3
29.85,20.0,7.62,39.08
80.99,64.44,30.64,2.32
71.61,52.1,33.67,9.85
82.75,67.61,36.1,2.51
79.49,62.61,35.35,2.19
68.8,48.51,23.81,3.23
73.94,55.63,29.85,3.4
94.14,83.33,58.74,1.38
58.83,45.66,23.89,16.6
83.33,63.75,29.73,1.58
93.92,79.5,56.58,1.4
97.01,89.31,65.61,1.4
91.02,78.14,58.8,1.42
59.85,50.44,38.9,8.66
95.05,84.46,62.44,1.33
93.47,78.16,56.96,1.54
96.27,90.95,75.12,1.33
78.2,62.82,35.85,2.79
77.34,58.97,39.05,3.46
83.8,67.96,37.21,1.65
92.79,78.61,58.16,1.58
66.88,47.86,15.75,3.61
92.81,80.09,62.17,1.28
77.92,60.42,31.67,2.22
30.63,21.48,7.54,13.96
77.28,60.54,39.27,3.6
51.14,36.36,25.18,12.21
83.75,67.5,37.27,2.02
83.1,68.66,41.97,1.87
96.15,91.41,77.34,1.26
91.67,77.08,44.28,1.25
79.02,62.61,40.03,3.33
32.66,18.2,10.5,18.41
79.92,64.53,42.45,2.51
90.54,78.83,54.12,2.1
88.64,82.27,47.65,7.05
29.12,22.06,12.89,41.52
46.14,33.18,17.88,10.54
82.33,63.92,48.21,1.81
83.45,68.31,39.65,2.08
90.57,75.75,58.1,1.56
54.55,41.59,25.36,12.74
88.86,77.5,57.92,3.75
93.75,83.75,48.33,1.02
87.72,70.95,56.23,1.44
90.54,83.76,64.47,9.79
84.58,67.5,41.52,1.59
87.67,72.28,55.83,2.77
80.99,64.44,31.76,2.59
60.23,44.32,22.73,10.19
51.82,37.27,25.52,12.23
90.65,84.58,63.62,9.8
76.85,57.94,38.36,3.28
95.27,82.89,60.31,1.41
95.81,89.59,75.4,1.26
79.19,62.99,39.55,3.21
22.01,15.42,5.88,17.88
90.77,83.76,65.84,9.68
84.51,70.07,41.76,1.95
94.14,81.53,62.47,1.34
27.94,19.56,7.88,39.99
76.58,57.55,38.72,3.33
93.02,78.61,57.2,1.51
41.18,30.59,17.27,38.77
90.77,82.71,64.3,9.74
56.03,43.1,18.65,16.62
55.77,34.4,16.88,4.12
57.05,43.63,26.78,15.23
90.42,83.41,64.72,9.61
30.63,21.48,7.54,13.96
88.89,75.0,53.23,1.84
94.82,81.08,61.28,1.43
27.93,18.47,0.0,11.84
95.25,85.19,66.44,1.38
55.68,39.09,20.77,9.0
72.5,57.08,28.37,3.04
79.27,62.82,40.44,2.11
74.17,59.16,30.87,2.92
58.18,44.09,20.56,12.14
27.06,19.85,10.81,37.0
26.91,19.41,7.16,39.68
95.59,89.48,75.91,1.34
76.14,57.12,40.45,3.05
74.3,54.58,31.14,3.82
90.3,78.97,63.22,9.82
71.67,56.25,26.25,3.23
95.05,82.66,60.39,1.33
86.92,74.06,48.93,9.4
31.77,21.62,10.19,23.7
92.36,80.99,61.32,1.34
96.27,91.07,77.76,1.28
94.66,82.69,60.34,1.4
21.82,13.64,3.03,21.28
71.25,54.59,27.01,3.34
71.48,52.46,21.2,4.01
60.04,39.31,14.39,3.85
77.5,59.13,37.85,3.28
78.33,60.0,23.6,3.06
88.78,76.98,35.32,9.76
63.86,48.87,30.77,8.68
79.56,62.17,41.19,2.99
90.12,77.39,56.27,1.43
10.11,6.3,1.75,26.49
46.62,35.29,22.05,16.08
91.22,74.78,47.7,1.65
33.97,26.03,15.4,38.72
79.64,64.48,38.93,4.68
96.15,91.52,77.08,1.29
73.76,55.43,31.2,4.37
72.18,52.47,28.71,4.58
85.33,67.81,50.33,1.73
90.3,79.79,50.79,9.74
39.17,32.5,8.26,16.85
96.49,92.31,76.74,1.23
77.45,62.15,32.2,8.63
89.52,76.5,57.15,1.69
59.09,44.09,28.2,10.0
50.23,35.0,19.91,11.96
90.42,77.84,58.4,1.34
55.77,34.4,16.88,4.12
78.53,60.54,38.53,3.1
93.59,79.91,55.83,1.9
94.14,80.18,59.19,1.49
90.89,84.0,65.95,9.68
93.92,81.31,50.81,1.36
90.65,83.53,67.58,9.68
75.94,58.65,39.64,9.08
96.49,92.2,73.84,1.25
95.36,88.47,72.33,1.34
72.08,56.66,25.49,3.22
38.18,27.27,9.23,22.82
84.88,67.81,51.28,1.8
65.07,43.1,21.04,4.65
74.32,55.18,24.25,3.72
96.49,92.2,73.84,1.25
41.18,32.2,21.37,39.09
58.38,49.27,35.99,9.49
79.06,63.03,39.08,2.71
95.05,80.41,51.78,1.0
89.6,78.97,59.47,9.75
75.11,56.9,40.19,4.13
11.59,7.28,2.56,35.65
54.27,37.82,6.87,10.2
93.92,80.86,56.87,1.35
82.48,65.17,41.44,2.1
61.33,42.52,20.29,5.05
27.55,15.27,6.38,15.44
93.92,79.28,57.35,1.53
87.08,69.17,39.43,1.48
14.52,8.23,1.56,20.29
83.03,68.89,48.32,8.4
77.61,58.42,41.62,2.88
43.41,30.45,13.61,14.16
58.23,53.53,34.23,13.94
25.91,19.77,6.43,18.91
31.32,22.2,10.42,36.95
96.04,90.61,74.13,1.26
91.12,84.81,66.51,9.76
39.71,29.56,14.65,38.2
93.69,79.28,58.72,1.55
46.82,32.5,15.92,13.15
84.16,70.07,42.87,1.92
95.27,83.33,59.67,1.34
22.01,12.72,3.64,18.91
75.27,55.33,39.2,3.02
92.34,77.48,53.44,1.55
79.44,61.33,48.93,10.11
38.23,28.38,17.46,39.96
96.27,91.63,76.64,1.21
91.67,77.03,45.59,1.47
34.41,25.59,12.32,37.7
67.92,48.75,17.95,3.43
73.94,55.98,32.38,3.2
96.49,92.08,77.8,1.25
70.83,54.59,26.02,3.32
66.25,48.75,23.86,3.72
78.85,62.82,39.73,2.56
75.7,57.01,40.63,9.06
17.73,12.04,4.99,20.35
24.85,18.24,6.41,30.89
27.06,20.15,9.99,38.75
27.06,19.85,10.81,37.0
13.02,8.23,2.65,19.94
94.34,82.24,65.07,1.27
80.99,62.58,49.33,1.88
83.08,64.22,29.53,1.79
85.21,69.36,43.52,1.85
71.67,55.41,26.86,3.3
94.82,81.98,61.01,1.44
94.82,83.33,62.77,1.31
95.05,83.11,60.79,1.34
90.54,82.83,64.1,9.72
36.62,26.32,11.4,38.17
28.82,20.59,8.24,41.54
62.08,44.17,20.98,4.87
45.05,28.38,10.13,7.77
94.59,82.88,62.05,1.33
93.11,80.69,62.57,1.23
94.82,82.88,56.5,1.34
76.76,57.4,26.33,2.85
95.27,83.33,59.67,1.34
66.2,52.47,30.97,7.02
95.72,85.81,58.88,1.24
78.1,59.89,40.44,3.04
57.05,43.64,31.52,14.89
61.27,42.96,20.56,5.4
17.88,9.29,3.21,17.71
53.85,32.7,16.57,4.95
96.72,92.54,77.65,1.08
94.82,83.11,62.55,1.29
71.67,53.34,19.39,3.06
30.29,21.62,9.86,36.84
63.75,45.0,17.23,4.04
73.95,62.12,46.66,6.65
65.84,52.81,31.2,7.08
90.3,82.01,63.99,9.82
50.23,35.0,19.91,11.96
91.12,82.83,67.41,9.69
87.97,75.12,58.72,9.66
92.57,77.93,54.91,1.58
86.31,68.33,55.54,1.71
75.83,57.5,23.6,2.65
90.89,82.47,65.32,9.71
71.67,53.34,19.39,3.06
32.5,23.86,11.0,15.68
91.02,78.74,64.24,3.12
30.29,21.62,9.86,36.84
96.37,87.18,62.07,1.29
29.12,21.77,11.38,41.57
55.16,42.66,24.52,17.02
77.11,60.56,26.89,2.73
95.36,86.2,72.5,1.38
42.96,31.69,0.0,12.79
77.35,57.27,32.4,2.55
90.3,81.54,64.75,9.75
90.3,83.88,65.77,9.84
25.88,19.71,11.48,39.23
88.64,82.27,47.65,7.05
90.65,80.84,50.25,9.75
38.68,29.71,15.12,38.83
75.22,54.13,39.03,3.02
81.69,67.6,39.74,2.04
77.38,58.15,32.46,3.26
20.68,14.54,3.82,19.5
95.05,83.11,61.93,1.28
92.5,79.58,47.16,1.29
90.77,75.22,55.47,1.71
95.93,89.48,73.98,1.22
75.44,56.25,37.3,3.32
42.95,28.18,18.58,13.73
93.92,80.18,60.83,1.59
91.62,79.34,58.97,1.4
95.14,89.03,72.05,1.36
90.12,76.95,56.95,1.35
72.89,54.23,31.73,3.53
72.53,53.87,26.22,3.79
96.04,90.05,72.48,1.24
80.99,62.58,49.33,1.88
90.31,75.9,51.31,1.72
38.97,28.68,13.23,38.4
37.92,29.59,6.21,21.13
80.34,64.75,41.11,2.54
71.67,53.75,25.8,3.79
65.14,51.41,25.31,7.1
74.3,54.67,26.57,7.99
4.24,2.17,0.19,120.01
81.2,65.6,41.07,2.16
55.68,43.19,29.33,13.65
75.0,56.25,38.71,3.15
90.89,84.0,65.95,9.68
81.34,65.84,38.77,2.34
58.98,47.76,33.36,15.46
79.95,62.39,25.84,2.76
95.7,90.16,71.58,1.34
84.55,66.82,39.72,3.5
96.38,90.73,73.54,1.35
94.59,83.11,62.9,1.34
94.14,81.76,58.49,1.31
89.84,81.42,61.94,9.77
34.58,19.17,4.13,10.25
93.69,79.06,53.19,1.5
80.16,62.82,41.93,2.9
69.58,51.25,24.74,3.04
48.33,32.5,17.73,10.31
82.47,63.35,42.34,1.97
72.08,54.17,25.87,3.61
11.67,7.5,1.17,32.78
88.41,82.5,55.29,6.84
58.09,53.38,33.02,13.97
80.02,65.54,51.75,9.99
60.68,48.64,28.53,20.5
90.3,81.78,65.32,9.73
90.65,82.36,65.08,9.71
34.27,26.32,15.38,38.79
93.92,81.31,56.21,1.36
95.14,88.8,71.29,1.36
93.02,78.16,56.89,1.52
41.36,29.32,15.36,18.5
89.67,75.0,58.07,1.77
90.65,82.83,66.63,9.71
28.82,22.06,13.72,36.0
23.5,15.38,5.24,15.49
39.56,29.41,18.7,45.1
55.76,34.34,19.26,4.49
27.95,22.73,9.21,18.47
6.41,3.7,1.12,104.19
78.89,60.03,36.75,2.08
27.94,19.41,8.57,38.07
70.54,51.3,35.2,3.18
49.55,36.38,24.58,17.13
79.49,64.53,38.43,2.67
62.5,47.5,24.47,8.33
78.59,60.71,43.76,2.87
95.47,88.69,71.71,1.32
93.47,79.73,53.02,1.25
12.08,8.34,0.42,30.21
95.36,88.8,74.09,1.24
80.09,67.88,38.54,4.75
30.0,19.58,7.27,14.51
57.5,48.97,36.93,9.88
90.54,82.36,66.22,9.71
90.42,81.89,63.45,9.79
83.38,65.72,50.7,2.01
40.38,22.99,11.16,15.97
10.52,5.43,0.66,18.15
90.42,82.59,65.83,9.78
30.29,21.62,9.86,36.84
56.18,51.47,30.69,12.38
83.33,66.25,24.62,2.39
84.43,65.72,46.52,1.86
65.91,50.45,32.54,12.87
82.27,65.17,40.12,2.11
45.3,32.05,13.88,10.52
82.08,62.5,37.73,1.74
95.02,82.81,69.3,1.27
80.42,67.08,36.89,2.23
60.68,50.91,29.93,14.71
72.08,55.41,27.88,3.3
95.14,87.56,68.1,1.29
78.21,59.24,42.35,2.84
79.7,64.31,40.99,2.49
83.33,66.25,36.33,1.69
50.88,39.7,31.52,21.61
78.59,61.74,39.85,3.17
57.27,41.82,30.21,9.51
68.8,50.0,30.68,3.29
84.17,67.08,36.44,1.51
40.73,30.59,19.41,43.98
82.5,70.0,42.8,1.91
27.06,20.59,10.63,33.16
96.49,88.24,70.57,0.88
39.27,28.97,14.34,38.41
74.56,56.03,38.74,3.07
90.3,83.76,64.94,9.81
25.42,16.25,2.69,15.6
95.27,83.33,60.1,1.35
63.29,41.66,16.71,5.44
84.16,70.07,43.05,1.95
22.27,16.59,5.71,20.88
95.81,87.0,72.72,1.3
84.51,70.07,42.22,1.95
92.12,77.48,49.94,1.41
91.67,79.95,54.58,1.68
90.77,82.48,65.87,9.71
55.73,46.91,28.72,9.21
97.44,91.24,64.65,1.33
94.82,82.66,58.14,1.32
72.01,56.29,44.99,14.27
84.43,67.37,51.03,1.79
81.41,61.54,26.95,2.15
91.0,81.66,63.82,2.04
95.7,90.5,74.64,1.3
95.81,85.86,67.48,1.25
53.86,44.55,29.23,10.76
70.83,51.66,23.6,3.46
29.71,22.64,14.24,41.7
77.39,58.48,42.03,2.98
27.95,20.91,3.24,18.52
51.71,36.54,0.0,6.78
80.34,64.31,41.3,2.51
64.58,49.59,25.11,9.29
91.92,79.64,58.79,1.34
90.77,82.71,64.4,9.74
70.56,64.6,50.09,14.46
71.67,53.34,19.39,3.06
81.84,66.24,41.24,2.0
84.51,70.07,41.76,1.95
32.75,22.18,4.28,14.5
95.59,89.71,73.21,1.28
32.79,24.71,14.5,37.76
71.13,51.41,30.32,3.51
55.68,42.73,26.08,14.89
73.24,53.88,29.59,3.35
78.64,61.96,39.29,3.21
40.91,28.86,16.25,10.64
83.33,65.42,40.19,1.72
87.28,71.41,55.24,1.76
76.25,55.92,28.0,3.15
79.09,62.38,36.47,8.45
96.15,91.41,78.35,1.26
94.14,80.63,54.95,1.37
90.07,80.37,62.17,9.82
90.42,82.71,62.27,9.76
46.82,31.82,14.57,13.14
84.17,67.92,39.24,1.74
82.48,65.17,41.44,2.1
76.17,60.28,32.86,8.74
39.32,30.23,21.1,12.91
33.97,25.29,16.72,37.27
42.5,31.03,16.32,34.54
63.29,40.54,14.89,3.32
79.24,63.1,39.73,3.21
72.99,54.57,36.99,3.35
97.22,90.81,64.34,1.39
63.02,51.5,38.05,16.5
90.77,82.12,65.94,9.71
71.83,54.23,31.38,5.3
59.4,38.75,27.79,4.04
67.5,49.58,21.82,3.77
28.97,20.88,7.36,41.65
94.37,82.66,59.92,1.31
72.08,56.66,28.48,3.22
27.65,19.85,10.06,17.14
76.41,57.74,29.77,2.88
61.08,50.3,36.17,13.91
49.79,35.26,4.79,10.72
57.5,41.36,21.84,10.63
25.29,18.38,9.12,42.21
86.25,71.25,43.79,1.61
72.08,56.66,25.49,3.22
79.92,64.53,42.45,2.51
82.64,65.12,50.66,1.81
59.46,36.71,15.03,3.45
58.09,53.23,32.89,13.96
73.94,53.52,30.94,3.7
28.97,20.44,12.91,36.99
91.24,76.28,58.62,1.52
86.25,71.25,43.79,1.61
77.82,60.91,24.9,2.34
80.63,65.14,36.39,1.95
58.37,39.84,25.59,5.21
91.0,82.48,66.82,9.69
94.14,81.53,49.61,1.36
90.77,72.52,51.37,1.56
96.38,90.84,73.72,1.35
42.96,31.69,0.0,12.79
72.45,53.04,34.99,3.0
90.65,82.59,66.11,9.71
58.68,53.53,26.59,13.92
46.14,33.18,17.88,10.54
27.65,19.85,10.06,17.14
85.56,70.07,46.28,1.85
85.68,74.09,59.32,5.02
90.42,76.8,58.99,1.45
95.5,84.69,63.35,1.39
47.22,24.79,7.48,4.95
72.92,54.16,21.33,2.78
60.63,49.1,36.88,16.89
70.78,52.47,30.09,4.18
82.91,67.73,45.23,2.21
87.42,72.45,53.26,2.25
87.67,71.95,53.33,2.87
66.2,51.41,24.37,6.92
65.77,43.02,13.98,3.07
79.24,61.63,40.3,3.01
32.92,27.08,9.36,16.59
20.51,15.17,4.96,20.54
52.61,38.75,16.29,16.2
65.49,52.11,30.82,7.13
52.21,44.56,27.86,13.87
59.55,45.0,22.75,11.77
34.41,25.59,12.32,37.7
46.59,32.5,18.65,12.02
75.0,60.0,32.23,2.77
95.47,89.48,72.98,1.35
79.27,63.46,38.66,2.72
97.01,86.97,59.96,1.36
42.96,31.69,0.0,12.79
86.67,70.42,40.39,1.74
89.95,81.42,64.24,9.86
71.37,53.42,30.3,5.17
62.5,51.62,36.29,7.85
95.27,82.21,59.67,1.37
95.5,81.98,54.97,1.42
12.57,8.09,0.96,20.59
68.47,49.1,15.51,3.18
44.09,31.14,14.17,10.11
77.56,57.69,34.18,2.43
27.95,20.91,3.24,18.52
70.78,52.47,30.09,4.18
40.91,29.32,11.72,22.75
74.84,56.41,38.49,3.32
93.69,80.18,53.75,1.23
90.54,82.01,66.77,9.37
94.14,81.31,56.11,1.35
92.79,79.73,53.69,1.43
96.04,90.5,70.91,1.27
90.65,84.58,65.3,9.85
80.77,63.89,40.19,2.13
32.27,21.82,12.98,15.77
49.55,33.41,13.24,9.76
55.0,36.82,19.11,7.52
65.0,47.09,23.33,4.48
61.23,49.25,36.99,14.98
72.18,54.22,31.44,4.39
38.82,31.03,16.82,39.45
69.37,53.52,30.62,5.47
94.59,82.88,61.62,1.32
75.83,60.84,32.12,2.79
95.7,89.26,74.04,1.28
75.83,57.08,28.67,2.22
93.02,79.51,58.63,1.39
75.83,57.5,29.81,2.28
95.05,83.56,60.13,1.35
58.97,38.03,13.66,3.9
26.91,20.15,9.32,27.24
79.49,64.53,38.43,2.67
77.12,57.61,31.55,3.01
30.29,21.62,9.86,36.84
72.92,55.84,25.8,2.85
76.52,56.54,37.97,9.44
91.0,84.46,67.65,9.69
93.46,82.47,56.87,1.43
94.59,82.88,59.96,1.35
74.78,55.38,40.63,2.9
65.49,51.41,26.7,6.97
9.46,5.82,1.41,24.84
93.69,80.18,53.75,1.23
58.23,53.53,34.23,13.94
75.22,56.58,38.74,3.13
95.81,87.33,70.52,1.39
71.83,52.81,27.42,3.55
88.41,82.27,53.12,6.85
70.42,53.34,25.53,3.59
91.02,78.14,58.8,1.42
90.89,83.64,65.11,9.66
10.91,6.14,2.45,36.09
77.77,58.97,41.14,3.07
81.14,63.02,44.62,1.89
61.82,45.91,28.93,10.16
77.92,60.41,30.76,2.21
94.14,81.98,57.45,1.34
85.21,70.77,41.91,1.85
62.28,40.22,25.51,3.7
79.7,64.96,39.45,2.67
72.08,56.66,28.48,3.22
91.25,79.58,44.32,1.3
90.07,81.42,64.86,9.78
69.01,50.35,29.18,4.67
83.8,69.02,42.17,1.85
94.59,83.11,62.9,1.34
90.72,76.05,58.35,1.54
83.38,66.17,50.82,2.04
78.42,60.44,39.3,3.19
74.77,54.41,25.91,7.91
47.75,24.77,9.79,4.7
65.84,52.47,29.44,7.11
94.02,79.7,60.77,1.37
57.5,45.98,28.39,16.6
63.38,47.89,23.49,6.32
72.39,52.4,35.87,3.14
57.39,46.13,22.55,9.32
95.36,89.25,72.25,1.34
87.58,71.26,56.1,1.63
78.42,60.44,39.3,3.19
58.38,49.56,35.84,9.49
92.76,84.16,65.83,1.74
90.77,82.71,62.41,9.68
93.92,80.86,57.16,1.35
90.77,83.18,66.26,9.69
64.79,51.06,29.21,7.07
73.24,53.87,30.18,3.43
65.45,46.59,22.8,8.54
90.65,82.83,62.38,9.76
78.53,59.46,43.61,2.79
87.58,71.26,56.1,1.63
95.27,85.81,62.38,1.38
92.52,80.54,59.45,1.33
83.8,69.02,42.17,1.85
64.79,51.05,31.44,7.76
20.68,15.91,3.4,19.45
40.0,29.7,17.91,39.6
79.06,63.03,41.7,2.59
65.33,43.7,32.05,3.43
84.86,70.42,41.88,1.93
84.88,67.36,50.84,1.75
77.11,57.04,27.1,2.62
96.04,89.59,67.02,1.33
42.73,31.36,16.25,11.86
77.5,58.75,28.83,2.08
79.17,60.84,25.23,2.59
86.31,75.91,56.57,2.13
93.69,85.05,67.92,1.48
95.36,88.58,71.29,1.38
76.3,56.68,41.9,2.97
41.47,30.74,14.94,25.81
72.01,56.29,44.99,14.27
90.54,82.12,66.03,9.73
91.89,77.03,55.88,1.62
92.57,78.6,52.86,1.33
75.81,56.58,36.87,3.32
89.53,75.43,51.1,1.79
82.27,65.17,40.12,2.11
71.83,52.81,27.62,3.94
95.51,81.62,61.86,1.3
59.16,41.55,18.77,6.62
81.84,66.24,41.24,2.0
13.33,9.16,0.95,30.68
77.6,58.83,33.33,3.25
87.92,71.67,42.16,1.78
90.77,83.76,64.72,9.71
52.08,40.0,22.31,10.48
63.04,40.76,23.93,3.49
75.38,55.81,38.52,3.23
83.53,66.02,50.09,1.73
78.33,60.83,28.94,3.18
90.65,83.88,63.82,9.76
79.92,64.53,42.45,2.51
95.7,90.5,74.61,1.3
91.17,78.89,59.22,1.41
76.92,57.92,33.57,3.26
20.0,14.54,5.62,19.31
96.38,92.42,77.72,1.28
51.28,35.47,4.98,7.36
86.53,69.61,55.07,1.5
34.27,25.44,17.82,41.32
25.15,18.09,9.18,42.25
45.05,28.38,10.13,7.77
25.0,15.87,4.99,19.06
91.77,79.94,60.4,1.41
47.73,33.18,9.49,8.99
66.36,48.87,29.81,7.05
89.49,79.91,63.37,9.82
73.94,55.63,29.85,3.4
81.2,65.6,41.07,2.16
78.59,61.63,40.28,3.11
75.81,56.96,39.69,3.1
48.41,34.32,18.0,11.7
50.23,35.0,19.91,11.96
89.41,70.72,40.75,1.72
52.77,34.3,18.94,6.25
95.36,88.35,70.39,1.29
94.59,83.11,60.45,1.33
95.05,84.01,60.6,1.36
94.59,79.51,59.23,1.51
41.67,27.92,6.33,13.98
84.11,66.36,49.53,9.76
78.53,61.41,40.65,3.12
86.68,69.31,47.3,1.62
45.23,32.27,22.1,10.94
72.92,55.42,29.89,3.59
74.84,56.36,39.81,3.41
55.69,39.97,18.0,9.37
93.69,81.08,61.34,1.4
78.59,71.11,53.54,11.31
85.47,69.66,47.73,2.14
90.17,74.15,54.55,1.49
95.7,90.05,74.06,1.36
91.0,82.59,65.33,9.68
14.54,7.05,1.45,20.57
70.44,49.56,31.95,3.47
94.59,83.11,62.9,1.34
76.9,57.88,40.9,2.87
76.76,57.4,26.33,2.85
95.14,89.82,72.83,1.31
90.65,83.41,64.08,9.76
86.83,69.61,49.72,1.63
95.05,82.44,61.06,1.41
91.0,83.41,65.38,9.66
10.91,6.14,2.45,36.09
66.2,52.11,29.5,6.98
60.45,45.68,24.73,8.82
86.68,68.92,49.48,2.65
93.47,80.86,57.6,1.33
80.56,64.53,40.04,2.05
90.54,83.76,64.52,9.81
83.41,70.91,53.24,5.5
87.58,72.31,54.79,2.21
78.53,60.49,40.49,3.19
81.34,64.78,33.55,2.05
90.54,83.18,63.38,9.71
91.12,82.59,65.78,9.64
91.0,83.64,63.85,9.68
44.32,31.59,16.92,10.92
97.22,89.96,64.4,1.39
90.42,77.25,55.95,1.62
34.56,26.32,15.8,38.73
78.15,60.44,38.33,3.15
71.67,53.34,19.39,3.06
89.93,71.72,57.72,1.58
29.85,21.77,12.45,44.54
40.91,27.95,15.66,18.5
57.65,52.94,28.36,14.36
96.15,88.03,64.23,1.29
42.94,31.62,18.46,37.73
96.49,92.53,77.1,1.26
10.0,7.04,1.42,59.91
90.89,84.46,66.46,9.7
95.5,82.21,57.33,1.4
66.25,51.67,26.86,9.29
39.71,30.15,18.53,43.9
92.12,77.03,55.74,1.56
47.16,31.59,16.27,14.6
77.04,59.5,33.16,4.21
34.56,24.41,10.35,45.38
91.0,82.94,65.62,9.71
91.0,82.36,64.72,9.67
79.58,62.5,30.95,2.16
34.12,26.32,16.16,38.84
95.02,82.81,69.3,1.27
76.5,57.27,24.54,2.46
96.38,92.31,77.31,1.25
95.83,81.25,50.95,0.81
90.54,84.7,65.71,9.78
96.38,91.86,76.35,1.3
74.17,59.16,30.87,2.92
90.57,77.39,62.9,2.66
84.17,67.92,39.24,1.74
42.65,30.88,18.11,36.88
91.0,83.76,62.92,9.72
71.41,60.48,46.12,11.61
90.77,82.36,65.44,9.72
46.82,32.5,15.92,13.15
75.22,54.89,29.36,2.47
76.52,58.15,40.15,3.4
31.67,22.09,7.42,13.28
73.33,54.16,25.15,2.77
63.73,50.35,25.6,7.21
55.27,43.59,24.34,16.87
11.67,7.5,1.17,32.78
97.22,90.81,64.77,1.38
43.41,30.45,13.61,14.16
30.44,24.26,14.23,39.17
75.42,59.17,29.43,2.72
86.92,73.72,48.38,9.41
94.91,85.3,71.84,1.38
91.0,84.93,65.49,9.73
39.71,30.15,18.53,43.9
76.13,57.21,23.98,4.24
94.14,80.63,58.61,1.45
72.18,54.23,31.11,3.88
92.57,78.61,53.56,1.29
56.59,44.32,26.18,21.03
37.73,27.5,10.35,12.88
90.42,84.11,59.82,9.7
96.04,90.39,74.34,1.33
72.4,54.52,30.24,4.7
49.17,40.0,23.79,9.62
61.67,42.08,10.46,4.53
93.92,80.41,36.87,1.53
80.99,65.84,38.24,2.03
20.45,13.18,3.01,23.85
